,내용,별점,재구매,한달사용기,종류,년,월,일
10473,치과 치료 하고 하나씩 받는 제품이랑 같은거라 좋아요 여기에서 계속 주문해야겟어요,5,0,0,7,2021,1,20
10474,쟁여놓고 쓰고있어요~,4,0,1,6,2021,1,20
10475,가격대비 아주 좋아요,5,0,1,2,2021,1,20
10476,이거 써보면 다른 칫솔은 잇몸 아파서 쓸수가 없어요 ㅎㅎ  좋아서 10박스 주문했네요,5,0,0,2,2021,1,20
10477,너무괜찮네요 재구매하려구요,5,0,0,2,2021,1,20
10478,항상 사용하던 제품이에요~ 지금 몇년째 쓰는지 몰라요 ㅋㅋㅋ 항상 애용하던 칫솔이라 항상 주문한답니다,5,0,0,2,2021,1,20
10479,인생칫솔등극 최애칫솔등극,5,0,0,2,2021,1,20
10480,배송 빠르고 잘 받았습니다,5,0,0,2,2021,1,20
10481,아직 써보기 전이지만 기대됩니다. 잘 쓸게요,5,0,0,2,2021,1,20
10482,가성비 좋게 잘 구매했어요. 번창하세요.,5,0,0,2,2021,1,20
10483,배송 빨라요. 늘 사용하던 칫솔이라 계속 쓰게 되네요.,5,0,0,2,2021,1,20
10484,이가 확실히 미끌거리는 것도 싹 없고 말끔한 느낌입니다 이거만쓸거에요!,5,0,1,1,2021,1,20
10485,좋아요 잘쓰고 있어요,4,0,1,1,2021,1,20
10486,칫솔 괜찮네요 식구들이 잘 쓰고 있습니다,5,1,0,3,2021,1,20
10487,"잇몸,치아가 약해서 미세모 사보았어요 부드럽네요",4,0,0,1,2021,1,20
10488,잇몸도 안아프고 두번째 구매 인데 마음에 듭니다,5,0,0,6,2021,1,20
10489,아주 잘쓰고 있다 부족해져서 한번 더 구매했어요. 좋아요.,5,0,0,1,2021,1,20
10490,아직 사용전이지만  좋다는 리뷰보고 구매합니다 잘쓸게요,4,0,0,2,2021,1,20
10491,아직 사용전이지만 헤드크기가 작아서 쓰기 좋을 것 같아요,5,0,0,2,2021,1,20
10492,칫솔모가 오래가진 않지만 잘닦이고 좋습니딘,4,0,1,1,2021,1,20
10493,칫솔은 여기서만 주문합니다:) 좋아요,5,0,0,6,2021,1,20
10494,너무좋네요 담에또 구매하려구요,5,0,0,1,2021,1,20
10495,칫솔 괜찮네요 이것저것 사보는 중입니다,5,1,0,2,2021,1,20
10496,칫솔이 맘에들어요 저렴하게 잘 샀어요,5,0,0,7,2021,1,20
10497,미세 칫솔 좋아서 2번째 구매중입니다,5,1,0,7,2021,1,20
10498,조아요 저렴해요 ㅎ,4,0,1,2,2021,1,20
10499,쓰기 전이지만 잘 쓸 것 같아요,5,0,0,1,2021,1,20
10500,부드럽고 좋습니다ㅎㅎ,5,0,1,1,2021,1,20
10501,빠른배송감사합니다.,5,0,0,2,2021,1,21
10502,매번 사용하는 칫솔이에요. 교정칫솔 저렴하게 구입해서 사용하고 있어요,4,0,0,1,2021,1,21
10503,부드럽고 교정중에 사용하기 편한거 같습니다. 대량으로 주문하여 쟁여놓고 쓰기 딱 좋네여 ㅋㅋ,5,0,0,0,2021,1,21
10504,빠른 배송 감사합니다,5,1,0,2,2021,1,21
10505,사용하기 너무 좋습니다. 이쁘고 좋네요.,5,0,0,1,2021,1,21
10506,늘 사용하던거라 ㅎㅎ매우만족,5,0,0,1,2021,1,21
10507,잘받았슴니다 감사합니다,5,1,0,1,2021,1,21
10508,배송 빨라서 좋구요 일반모가 아플까봐 반반씩 시켰어요 오늘 슬림모 써봤는데 자극 없고 좋은거 같아요 일반모 써보고 다음에 또 시킬때 결정하려구요 다음에 또 시킬꺼 같아요~~~~.~,4,0,0,6,2021,1,21
10509,편안하고 무난합니다,4,0,0,2,2021,1,21
10510,잇몸에  상처도  덜줘서요  늘 사용하는제품입니다 배송도 엄~청  빠르네요^.^,5,1,0,1,2021,1,21
10511,저희집은 이 칫솔만사용중이에요 너무좋아요 저렴하게 대용량으로구입해서 쓰끼편해요,5,0,1,2,2021,1,21
10512,배송 빠르고 좋아요~ 잘써볼게용,5,0,0,2,2021,1,21
10513,교정해서 쓰고 있어요. 가격 저렴해서 좋아요,5,1,0,1,2021,1,21
10514,미세모라 자극적이지 않아서 좋아요.,5,1,0,2,2021,1,21
10515,끝이 뭉툭해서 안쪽 끝은 잘 안되는거 같아요 솔은 부드럽고 괜찮아요,4,0,0,1,2021,1,21
10516,이 칫솔 쓰다가 왕☆칫솔 썼는데 커서 편하긴한데 뭔가 개운하게 양치한 느낌이 덜들어서 다시 구매해서 씁니다.,5,0,0,2,2021,1,21
10517,아주마음에들어요감사해요,5,0,0,2,2021,1,21
10518,배송 완전 빠릅니다. 일단 외관상 사용하던 하이클린과 거의 비슷 합니다,4,0,0,2,2021,1,21
10519,전에 쓰던거 비슷하고 이 닦는데 불편함이 없습니다.,5,0,0,7,2021,1,21
10520,상품평보고 주문했어요.아직 사용전인데 좋길 바랍니다.배송좋았어요,4,0,0,7,2021,1,21
10521,교정 칫솔 치과에서 받았는데 너무 모가 쌔서 아파서 미세모 샀는데 배송 하루도 안걸리게 빨리왔어요 ㅎㅎ 이제 이닦을때 안아프게 잘 닦을 것 같네용,5,0,0,1,2021,1,21
10522,칫솔 너무 좋ㅇㅏ요,5,0,0,1,2021,1,21
10523,아직 써본건 아니지만 솔느낌은 나쁘지 않네요 현재 교정진행중이라 치과에서 파는건 비싸고 다른 제품을 사서 썼는데 더이상 안팔더라구요 이 제품은 다른 제품보다 v라인이 더 깊네요,5,0,0,3,2021,1,21
10524,끝이 뭉툭해서 안쪽 끝은 잘 안되는거 같아요,4,0,0,2,2021,1,21
10525,항상사용하는 제품이예요  좋아요~,4,0,0,1,2021,1,21
10526, 했어요~~ 다른거 쓰다가 또 구매하게 되었네여,5,0,0,1,2021,1,21
10527,칫솔이 슬림하고 좋았어요,3,0,1,1,2021,1,21
10528,늘 쓰던 제품이라 구매했어요. 제발 이 칫솔들을 다 쓰기 전에 교정이 끝나길 바라며....,5,0,0,3,2021,1,22
10529,잇몸 무리없이 너무 깔끔하게 잘 닦이고 가성비 최고예요. 강추합니다^^,5,0,0,2,2021,1,22
10530,늘 사용하는 칫솔이라 만족합니다. 꼼꼼하게 양치하기도 편합니다,5,0,0,1,2021,1,22
10531,칫솔 다 거기서 거기라고 생각해서 별로 신경을 안쓰고 싸거나 세일하는거 샀었는데 그게 아니더라구요 ㅎㅎ 방금 사용했는데 적당히 부드러워서 좋습니다~캡도 있어서 위생적으로 관리도 할수 있구요. 만족합니다!,5,0,0,7,2021,1,22
10532,미세모인데 적당히 단단해서 사용하기 좋아오,5,0,0,2,2021,1,22
10533,잘 닦여요 교정기 위에~!,5,0,0,6,2021,1,22
10534,아직 써보진 않았지만 예전에 써본 기억을 떠 올려..좋았던것 같아서 주문했어요 잇몸이 좋아지면 좋겠네요,5,0,0,7,2021,1,22
10535,이중 슬림모 이물질 잘빠지고 좋습니다,5,0,0,2,2021,1,22
10536,잇몸 무리없이 너무 잘 닦이고 가성비 최고예요  강추합니다,5,0,0,2,2021,1,22
10537,아주좋아용!! 많이 파세용!,5,0,0,2,2021,1,22
10538,잘 쓰겠습니다 ~^^,5,0,0,1,2021,1,22
10539,치과에서 사용해보니 좋아서 주문했는데  잘닦이고 사용감 좋아요^^,5,0,0,2,2021,1,22
10540,아직 사용전이긴 한데 낱개로 포장되어 있고 평이 좋으니 기대됩니다.,5,0,0,7,2021,1,22
10541,잘 쓰고있습니다 치과에서 구입한거보다 많이 저렴합니다,5,0,0,1,2021,1,22
10542, 했습니다.  가성비 좋고 괜찮습니다~~!!,4,0,0,1,2021,1,22
10543,잘 쓰겠습니다 ~^^,5,0,0,2,2021,1,22
10544,부드럽고 좋아요~~^^,5,0,0,2,2021,1,22
10545,저번과 동일하게 이중슬림+슬림모 세트로 구매했어요. 치실이랑 치간칫솔도 구매해봤는데 맞게 배송 잘 왔네요,5,1,0,7,2021,1,22
10546,늘 쓰던 거라 망설임없이 주문했어요... 한번 사면 일년 동안 쓸 수 있어서 좋아요.,4,0,0,1,2021,1,22
10547,잘 써보도록 하겠습니다,5,0,0,2,2021,1,22
10548,우연한 기회에 써보고 너무 만족해서 구입했어요. 텐션감 있게 잘닦여요. 강추! 계속 요 칫솔 사용하려고요~,5,0,0,2,2021,1,22
10549,예요 만족합니다,5,0,0,7,2021,1,22
10550,평소 쓰던 거라 주문 했어요~ 다른걸로 살짝 가라탔다가 다시 돌아왔내요!! 부드럽게 잘 닦여요.,5,0,0,1,2021,1,22
10551,써보고 좋아서 재주문했어요,4,0,0,2,2021,1,23
10552,"아는 언니한테 추천받아서 쓰게 됬는데, 가격도 저렴하고 너무 좋아서 계속 재구매해서 쓰고 있어요^^",5,1,1,1,2021,1,23
10553,이전에도 쓰고 좋아서 다시 주문해요,5,1,0,2,2021,1,23
10554,최고입니다  부드러워 아픈잇몸에도 사용가능합니다,5,0,0,2,2021,1,23
10555,싸고 질좋은 칫솔모 잘받았슾니다~!,5,0,0,2,2021,1,23
10556,어금니 안쪽까지 구석구석 닦여서 좋아요!,4,0,0,4,2021,1,23
10557,사용해보고 괜찮음 또 구매할께요 치실 감사합니다,5,0,0,3,2021,1,23
10558,항상 잘쓰고 있습니다,4,0,0,2,2021,1,23
10559,저렴한가격 좋은 품질,4,0,0,2,2021,1,23
10560,교정 칫솔 좋아요  굿,5,0,0,6,2021,1,23
10561,포장이랑 잘 받았습니대 아직 써보진 않아  ..ㅎㅎ 써보고리뷰 남길께요,5,0,0,7,2021,1,23
10562,배송빠르거 좋아여 ㅎ,5,0,0,3,2021,1,23
10563,잘 사용하고 있습니다~^^,5,0,1,1,2021,1,23
10564,잘 사용하고 있습니다~^^,5,0,1,2,2021,1,23
10565,잘 사용하고 있습니다~^^,5,0,1,4,2021,1,23
10566,"안녕하세요,  잘받았어요  미세한 칫솔로 잘닦여요 안쪽까지 꼼꼼 닦여요",5,0,0,2,2021,1,23
10567,교정일반+교정슬림 반반 구매했습니다. 기존 쓰던 것 보다 솔이 좋아보여요. 각 칫솔마다 헤드 케이스가 있어 휴대시 좋겠습니다.,5,0,0,6,2021,1,23
10568,좋아요 추천합니다~~,5,0,0,2,2021,1,23
10569,교정칫솔은 필수에요.,5,0,0,6,2021,1,23
10570,포장상태 좋았어요!! 캡까지 개별포장되어있는점이 좋네요 칫솔모도 크지않아서 좋을것같아요 사용해보고 한달 후기 또 남기러오겠습니다,5,0,0,7,2021,1,23
10571,배송도 빠르고 상품도 맘에 들어요~ 잇몸 약하신 아뻐 드리려고 샀는데 이중슬림모도 괜찮다고 하시네요^^,5,0,0,7,2021,1,23
10572,언제나 잘 쓰고 있어요.,5,0,0,1,2021,1,23
10573,처음사봐서 긴장했는데 써보니 마음에 드네용,5,0,0,6,2021,1,23
10574,깔끔하게 포장 되어서 왔어요. 일단 모양은 치과에서 사는 것이랑 똑 같네요.,5,0,0,1,2021,1,23
10575,치과에서 주셨던건데 마트에 팔지않아서 못사고있다가 잘 구입했네요,5,1,0,4,2021,1,23
10576,품질 만족하고 배송도 좋아요. 굿!!!,5,0,0,2,2021,1,23
10577,예전에 쓰던 치솔 재구매합니다,5,0,0,2,2021,1,23
10578,예전에 쓰던 치솔 재구매 합니다 배송도 빠르고 좋네요,5,0,0,1,2021,1,23
10579,빠른 배송 감사합니다. 잘 쓰고 있어요.,5,0,0,3,2021,1,23
10580,저렴해서 좋아요~~,5,0,0,7,2021,1,23
10581,모가 부드러워요 저렴한 가격에 잘 구입,5,0,0,1,2021,1,23
10582,이거로 바꾸고서 정말 좋은 거 같습니다.,5,0,1,1,2021,1,23
10583,왕타쓰다 다시 이걸로 씁니다 안쪽까지 들어가서 잘닦여요,5,0,0,2,2021,1,23
10584,아이들이 이 칫솔을 좋아해요,5,0,0,7,2021,1,23
10585,잇몸이약해서 여기꺼만써요 좋인요,4,0,0,2,2021,1,23
10586,항상쓰던제품입니다 자극없이 잘 닦여요~~,4,0,0,3,2021,1,23
10587,항상쓰던제품입니다 자극없이 잘 닦여요~~,4,0,0,2,2021,1,23
10588,어금니 칫솔이 그냥 막 빠져요.....,3,0,0,1,2021,1,23
10589,! 이중슬림모 샀었는데 이 사이사이 잘 닦이고 좋았어요,5,1,0,7,2021,1,23
10590,좋은상품 잘구입했습니다^^,5,1,0,7,2021,1,23
10591,아이 교정시작하며 온가족 바꾼 칫솔이네요..재구매 의사100%  강추합니다.,5,0,0,1,2021,1,23
10592,미세모는  아직  사용전입니다 일반모는 치과에서  구매한  칫솔과  강도가  비슷하고  잘  닦입니다 너무 부드러운  모는  잘  안닦이는  느낌이  들어서  일반모를  사용하는데  만족합니다,4,0,0,1,2021,1,23
10593,항상 쓰는 칫솔이에요! 깔끔하게 잘 닦이고 좋아요 ~ 하나씩 케이스도 씌워져 있어 좋아요!,5,1,0,2,2021,1,23
10594,잘 닦이고 모가 잘 상하지 않아 좋앙ㅎ,5,0,1,1,2021,1,23
10595,의사 100%입니당,5,0,0,1,2021,1,23
10596,매번쓰고있지만 쓸때마다 좋아요,4,0,1,2,2021,1,24
10597,매번 사용 하던건데 잠시 다른 칫솔 썼다가 돌아왔어요!! 이만한게 없는 것 같습니디!! 가성비도 좋고 부드러워 아프지 않아요~^^,5,0,0,2,2021,1,24
10598,치과칫솔이러길래 사봤습니다 쓸만하네요,5,0,0,2,2021,1,24
10599,배송빠르고좋아요~~~~,5,0,0,1,2021,1,24
10600,좋아모 느낌이 좋아요.추천드립니다.,5,0,0,3,2021,1,24
10601,치과칫솔이라서 해서 구매했어요.,4,0,0,7,2021,1,24
10602,좋은 상품 감사합니다. 아직 미사용중.,5,0,0,1,2021,1,24
10603,좋져 미세모 여성분중에 치아약하면이거쓰삼,5,0,1,1,2021,1,24
10604,배송도 빠르고 안전하게 왔어요~~ 색깔로 어떤 칫솔인지 표시되어 있어서 편리합니다~~,5,0,0,6,2021,1,24
10605,아주좋아용 많이파세용,5,0,0,4,2021,1,24
10606,항상 사용하는 칫솔입니다 좋아요~~^^,5,0,0,2,2021,1,24
10607,좋네예 굳굳ㅋㅋㅋ 좋다소,5,0,0,2,2021,1,24
10608,5번째 구매입니다 이 칫솔만 써요. 칫솔모가 단단하고 칫솔질하고 나면 개운합니다,5,1,0,3,2021,1,24
10609,뷰드럽고 잘 닦이는거같아요,4,0,0,7,2021,1,24
10610,뽀득뽀득 좋아요! 배송도빠르고,5,0,0,7,2021,1,25
10611,치솔모가 조금 딴딴해요 좀더 부드러운걸 찾아봐야겠어요,4,0,0,2,2021,1,25
10612,미세모라 잇몸에 부담없고 사용하기좋아요 제잇몸에는 이중미세모가 더 좋네요,5,0,0,7,2021,1,25
10613,매번쓰는칫솔 너무좋아요 이제다른촛솔은 쓰질못하겠어요,5,1,0,1,2021,1,25
10614,병원에가면 구매할 수 있는 칫솔과 동일한것 같네요,5,0,0,2,2021,1,25
10615,남자친구가 항상 여기꺼 써서 같이사면서 따라샀어요😄 처음쓸때는 빳빳해서 아픈데 적응되네요 >< 좋아요!,5,0,0,3,2021,1,25
10616,교정용 칫솔 구매해서 쓰고 있어요. 근데 자꾸 모가 빠지네요.ㅠㅠ,5,0,0,6,2021,1,25
10617,에요 칫솔 하나하나 마다 플라스틱 뚜껑이 잇어오  과대 포장인거 같아요 항상 플라스틱 뚜껑 버리고 어금니칫솔도 보관함이 하나씩 따로 와서 쓸모없이 버리내요 ㅠ 금액을 낮추시고 칫솔통과 칫솔 케이스를 따로 구매할수 있게 하는게 어떤가 싶어요 ㅠ 칫솔은 좋아요,5,0,0,3,2021,1,25
10618,헤드가 약간 작은느낌이지만 부드럽고 괜찮아요,3,0,0,2,2021,1,25
10619,치과칫솔 좋아서 벌써 여러번구매했어요,5,1,1,2,2021,1,25
10620,칫솔부담없이 사용하기도좋고 재질도좋아요!,5,0,0,3,2021,1,25
10621,조금 뻣뻣한 느낌의 칫솔인데 좋습니다,4,0,1,3,2021,1,25
10622,항상 사용하는 제품. 무난하게 좋습니다.,5,0,1,1,2021,1,25
10623,요제품 매번 구매하는데 보드랍고 좋아요,5,0,0,2,2021,1,25
10624,모가 부드럽고 이중모라 좋아요.,5,0,0,2,2021,1,25
10625,만족합니다 너무 좋아요,5,0,0,2,2021,1,25
10626,늘 구매해서 사용합니다~ 좋아요 !!,5,0,0,3,2021,1,25
10627,칫솔은 항상 여기서 사요 ~,4,0,0,2,2021,1,25
10628,항상 사용하는 제품입니다,3,1,0,2,2021,1,25
10629,항상 쓰던 칫솔 좋아요,5,0,0,3,2021,1,25
10630,아직 사용 전 입니다,5,0,0,2,2021,1,25
10631,늘 애용하는 칫솔이에용~~~,5,1,0,1,2021,1,25
10632,두번째 주문 만족~~,5,0,0,2,2021,1,25
10633,치과전용만 쓰는데 모가 부드럽고 좋습니다,4,0,0,7,2021,1,25
10634,"잇몸약한 신랑과 나,치아교정한 첫째녀석, 유치에서 영구치로 탈바꿈중인 딸아이~ 역시나 만족하며 잘 사용하고 있습니다!!",5,0,1,7,2021,1,25
10635,"잇몸약한 신랑과 나,치아교정한 첫째녀석, 유치에서 영구치로 탈바꿈중인 딸아이~ 역시나 만족하며 잘 사용하고 있습니다!!",5,0,1,1,2021,1,25
10636,포장을 줄여주세요 사장님 .. 과대 포장 처럼 느꺼져요 일반모 와 어금니 칫솔 둘다 칫솔은 좋아오,5,0,0,4,2021,1,25
10637,텐션도좋고 이도 잘닦여요 재구매 예정이예요,5,0,0,7,2021,1,25
10638,교정중인 딸램 칫솔 치과에서 사는것보다 싸고 좋아요. 첫사용하고 재주문했어요.,5,0,0,2,2021,1,25
10639,어금니 안쪽이랑 구석구석 잘 딱이는 느낌이에요 기존꺼랑 좀 작아서 혀는 여러번 닦아야하지만 만족합니다 ^^,5,0,0,7,2021,1,25
10640,칫솔 떨어지면 늘 다량 구매해서 사용해요 ㅎㅎ 감사합니다~,5,0,0,7,2021,1,25
10641,두번째 구매입니다. 잇몸이 예민한 편인데 부드러워서 좋아요.,5,1,0,1,2021,1,25
10642,"딸아이 이 교정중인데, 교정 끝날때 까지는 계속 재구매할 예정입니다",5,0,0,6,2021,1,25
10643,어금니 칫솔 사니까 치아 닦기편하고 좋아요,5,0,1,4,2021,1,26
10644,치과에서 준 것과 같아요,5,0,0,1,2021,1,26
10645,빠른배송 감사합니다!',5,0,0,2,2021,1,26
10646,빠른배송 감사합니다!!,5,0,0,2,2021,1,26
10647,사용하기편해서조아요,5,1,0,3,2021,1,26
10648,입니다 교정용 칫솔로 너무 좋아요,5,0,1,1,2021,1,26
10649,이것만  쓰고있어요. 5년째..친솔모가 좋아요,5,1,0,2,2021,1,26
10650,좋아요 듀번째 구매입니다,4,0,0,1,2021,1,26
10651,항상 쓰는 칫솔이라서 좋아요,5,1,1,7,2021,1,26
10652,항상 쓰던거요.. 좋아요,5,1,1,2,2021,1,26
10653,프라그제거 탁월해요,4,0,1,3,2021,1,26
10654,스켈링한것처럼 입안이 깔끔합니다,5,0,0,7,2021,1,26
10655,항상 쓰던거라 재구매했어여~부드럽고 넘 좋아여~,5,0,0,2,2021,1,26
10656,스켈링한것처럼 입안이 깔끔하네요,5,0,0,7,2021,1,26
10657,배송도 빠르고 칫솔 상태도 좋네요,4,0,0,2,2021,1,26
10658,교정용이라 그런가 잘 닦여요,5,0,1,1,2021,1,26
10659,사은품까지 넣어주셨는데 치과일반모 5개주문했는데 4개만 왔어요..ㅜㅜ 제품은 아직 사용전이라..일단 수량이 안맞아서 별 뺐네요..,3,0,0,1,2021,1,26
10660,자 입니다..다른 상품보다 나은것 같습니다.,5,0,0,0,2021,1,26
10661,원래 쓰던거에요~~5통째 쓰고있어요ㅎㅆ,5,0,0,2,2021,1,26
10662,이중 슬림모 고급 사용해봤는데 적당히 부드러워요. 켄트칫솔보다는  빡빡하구요. 가격대비 맘에 들어요.,5,0,0,2,2021,1,27
10663,좋은제품 빠른배송 감사합니다,5,0,0,7,2021,1,27
10664,배송도. 빠르고.  저렴하게 잘쓸께요,5,0,0,3,2021,1,27
10665,매번 쓰는 제품입니다. 아주 만족스러워요,5,0,0,7,2021,1,27
10666,입니다 좋아용,5,0,0,7,2021,1,27
10667,병원용칫솔이라 그런지 좋아요.,5,0,0,1,2021,1,27
10668,결도 좋고 이빨도 잘 닦여여 넘 좋습니다,5,0,1,2,2021,1,27
10669,언제나 잘 쓰고 있는 제품입니다. 감솨,5,0,0,7,2021,1,27
10670,좋아요좋아요좋아요좋,5,0,0,2,2021,1,27
10671,한번  사용해보고 가격도 저렴하고  양치도  잘되는것 같아  재구매했어요  많이파세요,5,0,0,7,2021,1,27
10672,잇몸에 무리가 가지 않아서 좋은 것 같고 칫솔 헤드도 작아서 입 작으신 분들한테 잘 맞을 것 같아요. 칫솔 다 쓰고 또 살게요!,5,0,0,7,2021,1,27
10673,칫솔을 다사용해서 주문했어요 배송도 빨리오고 물건도 좋아 치아닦기 좋습니다,4,0,0,2,2021,1,27
10674,미세모 초미세모 반반 샀는데 부드러워서 자극이 없어 좋습니다,5,0,0,2,2021,1,27
10675,치과에서는 한개에 3천원에 파는데 여기는 가격 대비 품질도 좋은 편이네요,5,0,0,1,2021,1,27
10676,리뷰믿고 구입했는데 진짜 좋네요~^^,5,0,0,2,2021,1,27
10677,부드럽고 쓰기 편해요,5,0,1,2,2021,1,27
10678,아이들 용으로 찾습니다 다만 부드러워서 아이들이 깨무는지 금방 벌어지긴 합니다,4,0,0,7,2021,1,27
10679,항상쓰는칫솔 재구매했어요 칫솔모가 탄탄하고 작아서 좋아요,5,0,0,2,2021,1,27
10680,아이 어릴때 어린이집에 보낼꺼 알아보다 찾았던 브랜드였어요 위생적인 낱개포장과 귀여운 동물손잡이로 한참 썼었네요 이번엔 어금니칫솔 찾다가 다시 돌아왔어요 사랑니난게 일반칫솔로는 잘 안닦이는것같아서 샀는데 만족스럽습니다 아이도 제법커서 저랑 같은 칫솔로 주문했구요 어릴때 생각하다 벌써 이렇게 커서 같은 칫솔 쓰다니 새삼스럽네요 칫솔질도 잘 되고 개운해요 조카가 조금 더 크면 우리아이 어릴때 쓰던 칫솔 선물해야겠엉노,5,0,0,2,2021,1,27
10681,빠른 배송 감사합니다.,5,0,0,2,2021,1,27
10682,ㄱㅐ별포장이 좋아휴,5,0,0,4,2021,1,27
10683,교정 시작해서 구매했어요. 품질 포장 배송 모두 좋았습니다.,5,0,0,2,2021,1,27
10684, 예정입니다~,5,0,0,7,2021,1,27
10685,잘 받았습니다 많이 파세요~,5,0,0,1,2021,1,27
10686,인생 칫솔입니다 대박입니다,5,0,0,3,2021,1,27
10687,굿굿 좋습니다 ##+,4,0,0,7,2021,1,27
10688,교정중이라 교정칫솔ㅇ 필요햇는데 ㅂㅜ드럽고 잘 닦여요!,4,0,0,6,2021,1,27
10689,전에 치과에서 직접 산 칫솔과 비슷할거라 생각하고 구매했는데 그건 미국산인데 그 제품이 더 나은 것 같아요 이건 자꾸 이에 부딪히네요 사용할때마다 걸리적거려요 칫솔모도 더 약한 것 같구요,3,0,0,1,2021,1,28
10690,빠른배송 감사합니다,5,0,0,1,2021,1,28
10691,부드러우면서 강한모라 큰 부담없을것같습니다,4,0,0,3,2021,1,28
10692,써보면 좋아요ㅎㅎㅎ,5,1,0,2,2021,1,28
10693,적당히 부드러워서 괜찮아요~,5,0,0,3,2021,1,28
10694,배송도 빠르고 좋아요,5,0,0,2,2021,1,28
10695,했습니다~  플라스틱 캡이 있어 여행갈때 편하네요,5,0,0,7,2021,1,28
10696,고급형은 손잡이 부분에 고무가 있어서 미끄럽지 않아요!,4,0,0,2,2021,1,28
10697,잘 쓰고 있어요~~,4,0,0,2,2021,1,28
10698,여기서만 구매해서 사용하는데 아주 만족해요!,5,1,0,1,2021,1,28
10699,항상 믿고 쓰는 칫솔입니다~~,5,0,0,2,2021,1,28
10700,아직안써봤는데 좋아보여요ㅎㅎ,5,0,0,2,2021,1,28
10701,"잘받았습니다, 기대됩니다...",4,0,0,7,2021,1,28
10702,칫솔 종류가 많은데 최근에 써 보고 괜찮아. 다른건 눈에 잘 안들어 와서 가격면이나.. 찾아보고 바로 구매. 잘 받았습니다 ~!,5,0,0,7,2021,1,28
10703,칫솔은 이것만 써요 좋아요,5,1,0,1,2021,1,28
10704,교정칫솔로 저렴하고 질도 좋아요,5,0,0,6,2021,1,28
10705,또 구입하네요 딱 좋아요,5,1,0,2,2021,1,28
10706,부드러운 초미세모 이런 칫솔을 안좋아해서 마트에서는 잘 안사게되는데 요건 적당히 빳빳해서 치아 사이사이 잘 닦아줘서 좋아요,4,0,0,2,2021,1,28
10707,치과갈때사곤했는데 훨씬 저렴히 샀어요,5,0,1,6,2021,1,28
10708,몇년째항상쓰던제품 가성비짱 치과추천제품,4,0,0,2,2021,1,28
10709,다른 칫솔 사용하다 잇몸이 아파서 구입했는데 좋아요,5,0,0,2,2021,1,28
10710,아직 사용 전이지만 좋을것이라 믿습니다~ 많이 파세요,5,0,0,2,2021,1,28
10711,모가 부드러우면서도 힘이있어서  사용해보니 무척 만족스럽네요,5,0,0,1,2021,1,28
10712,칫솔모도 부드럽고 잘닦여요,5,0,0,2,2021,1,28
10713,항상 여기서 사요 배송도 빠르고 좋아요~~,5,0,0,3,2021,1,28
10714,사용하기 편하고 아주 좋아요,5,1,0,1,2021,1,28
10715,필요할때마다 구매해서 사용중이에요!,5,1,0,4,2021,1,28
10716,부드럽고 칫솔모가 잘 빠지지 않아서 좋아요,4,0,1,2,2021,1,28
10717,할꺼에요  잘쓰고있어요,5,0,1,1,2021,1,28
10718,잘 받았습니다 많이 파세요,5,1,0,7,2021,1,28
10719,"했습니다, 잘 사용하고 있어요..",5,0,0,7,2021,1,28
10720,솔도 자극적이지 않고 일반 마트 칫솔보다 훨씬 더 잘닦이는 거 같아요,5,0,1,2,2021,1,28
10721,항상 쓰던건데 잘 쓰고 있어요~,5,0,0,2,2021,1,28
10722,아이충치때문에  구매했어요 부드러우니잇몸피가덜나요,5,0,0,2,2021,1,28
10723,늘 애용하는 제품이에요. 이거 사두면 저희 부부가 딱 일년쓰기 좋아요~,4,0,0,2,2021,1,29
10724,자주 쓰던거라 좋네요 ㅎㄹ,3,0,0,3,2021,1,29
10725,늘 쓰던 칫솔입니다. 부드럽게 잇몸을 맛사지하며 개운하게 닦여서 아주 좋아요. 많은 분께 추천드려요.,5,0,0,2,2021,1,29
10726,오랫동안 잘 관리 해 줬음 좋겠어요~~,5,0,0,6,2021,1,29
10727,"진짜 좋네요..ㅠㅠ 입 안쪽 부딪히지도 않고 깔끔하게 닦여요. 센거 좋아하는 남편은 일반, 부드러운거 좋아하는 저는 미세 씁니다. 아이들은 곰돌이 쓰는데 닦아줄때도 안부딪히고 편해요.",5,0,0,3,2021,1,29
10728,프리미엄 이라 엄청 기대했나봅니다 칫솔모가 좀 억세고 딱딱한면이 있어서 개인적으론 보통입니다,4,0,0,7,2021,1,29
10729,매번 이용 해요 만족합니다~~~,5,0,0,6,2021,1,29
10730,몇번째 주문해서 쓰고있어요 또 주문할게요,5,0,0,2,2021,1,29
10731,좋아요 애들도 좋대요ㅎ,3,0,0,7,2021,1,29
10732,미세모이면서 잘 닦여서 좋아요!,5,0,0,7,2021,1,29
10733,저번에 구매해서 사용해보고 너무 좋아서 또 구매했어요! 애기낳고 잇몸이 안좋아서 타제품 미세모를 썼더니 너무 안닦여서 답답하길래 검색하다가 이제품 구매해서 써봤는데 자극도 적고 닦이기도 잘 닦여서 좋더라구요ㅎㅎ,5,0,0,2,2021,1,29
10734,아이가 잘 사용했으면 좋겠네요,5,1,0,7,2021,1,29
10735,배송도 빠르고 상품도 좋아요,4,0,0,2,2021,1,29
10736,교정 시작해서 구매했어요 일반모는 아플거 같아서 슬림모로 했는데 잘 선택한거 같아요~ 또 사러 올게요~^^,5,0,0,1,2021,1,29
