,내용,날짜,별점,재구매,한달사용기,종류
10658,한달사용기부드럽고 좋아요  가격도 착하네요,20.12.18.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10659,배송도빠르고 좋은품질의 제품감사합니다,20.11.29.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10660,재구매매번 여기서만 구매합니다!저렴하고 잘사용하고있어요 감사합니다ㅎㅎ,20.11.22.,5,재구매,0,1. 칫솔종류: S&G 교정용V 칫솔 / 2. 칫솔선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10661,치과에서 판매하는 칫솔 저렴하게 잘샀어요~,20.12.20.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10662,"만족해요, 다음번에도 다시 살게요",20.12.18.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10663,무난하게 쓰기 좋은 것 같아요 저렴한 가격에 잘 구매했습니다,20.12.16.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10664,만족해요 잘쓸게요^^,20.12.02.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10665,쓰던거에요! 구석구석 잘닦여요~~,20.11.27.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10666,재구매칫솔모 부드럽고 좋아요. 재구매했어여~^^,20.12.16.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10667,배송도 빠르고 원래 쓰고 있던 칫솔인데 가격도 착하고 좋습니다,20.11.27.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10668,한달사용기재구매칫솔은 항상 이거써요,20.12.23.,5,재구매,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10669,한달사용기아이랑같이써요 굿~,20.12.19.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10670,"재구매배송도 빠르고 제품 품질도 좋습니다.
가족들이 다들 좋다 하네요",20.11.28.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10671,마트칫솔보단나아요 부드러운 느낌은잘모르겠어요,20.12.13.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10672,재구매한번 사용해보고 좋아서 재구매했어요,20.12.20.,5,재구매,0,1. 칫솔종류: S&G 고급(Premium)칫솔 / 2. 칫솔선택: 06.고급이중슬림모 12개 1박스
10673,생각보다 칫솔 크기가 작은데 잘 사용해볼게요.,20.12.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10674,너무 부드럽고 만족합니다,20.12.22.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10675,"칼배송
가성비좋아요 ㅋ",20.12.24.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10676,몇년동안 사용하고있어요~  다른거는 이제 못쓰겠어요ㅜ,20.12.13.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10677,"재구매몇번째 재구매인지 ㅎㅎ 
부드럽구 좋ㅇㅏ요!",20.12.01.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10678,"치과 칫솔은 비싼데 저렴한 값에 많이 샀네요. 자주 바꿔주기 부담 스러웠는데, 이제 자주 바꿔줘야겠어요~!",20.11.18.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10679,재구매배송 빠르고 좋아요,20.12.24.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10680,우리아이 몇년째 잘 쓰고 있는 상품입니다.,20.12.19.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
10681,"전부터 좋아서 계속 쓰다가 엄마도 칫솔 다썼다고 하셔서 3박스 보내드렸네요
엄마도 계속 쓰시던거고 이 칫솔이 제일 좋다고 하세요
다쓰면 또 사러올께요",20.11.14.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10682,치과에서 제공해준 교정칫솔과 비슷한 걸 사고싶었는데 아직까지 칫솔의 솔 빠짐도 없고 양치질도 잘 돼요 ! 만족합니다,20.11.14.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10683,치과용 칫솔이라길래 처음 구매해봤습니다,20.11.28.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10684,항상 잘 쓰고 있습니다,20.12.23.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
10685,사이즈는 좋으나 너무 얇은거같아요.. 좀 아쉬워요,20.12.14.,3,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10686,좋아요좋아요좋아요좋아요,21.01.15.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10687,"인생칫솔이에요
이거만 써요
다른 거는 눈에 안 들어옵니다
칫솔모거 작아서 구석구석 편히 닦을 수 있어서 좋은 거 같아요",20.11.20.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10688,조아요 조아굳으으으뜻,20.12.20.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10689,"치과칫솔이라 믿고 주문했고  미세모 부드럽고  양치후  깨끗한 느낌 넘 좋네용
앞으로  쭉~ 이용할 생각이예요",20.12.10.,4,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10690,치과용 치솔 부드럽고 잘 닦입니다,20.11.29.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10691,재구매슬림모와 이중슬림모 모두 만족스러웠어요~ 약한 잇몸에 좋은거 같아요,20.12.11.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10692,항상 잘 쓰고있어요,20.12.02.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10693,배송도 빠르고 제품도 좋아요,20.12.23.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
10694,재구매솔이 적당히 힘이있어 이물질 제거에도 탁월하고양치후 깔끔해요~^^,20.12.15.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10695,좋네요. 감사합니다. 잘쓰겠습니다.,20.11.25.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10696,배송빠르고 상품도 무난합니다. 전에 쓰던 치과용 칫솔ㅎㅇ 제품만큼은 아니여서 별하나 뺏습니다.,20.11.18.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10697,한달사용기재구매괜찮아요 좋아요^^,21.01.14.,5,재구매,한달사용기,1. 칫솔종류: S&G 교정용V 칫솔 / 2. 칫솔선택: 07.교정V 슬림모 12개 1박스
10698,적당히 칫솔모에 힘도있고 새상도이쁘고 만족합니다,20.12.16.,5,0,0,1. 칫솔 종류: S&G 어금니칫솔 (★칫솔모양주의) / 2. 칫솔 선택: 10.어금니칫솔 앤드터프트 12개 1박스
10699,이 제품 처음인대 정말 괜찮은 제품이에요 좋아요,20.12.18.,4,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10700,일반칫솔사고 잘 쓰고 있는지 꽤 됐는데 재교정 하느라 교정 칫솔도 샀어요~ 믿고 삽니다,20.11.17.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
10701,재구매항상 잘 애용하고 있습니다,20.12.21.,5,재구매,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10702,재구매항상 잘애용하고 있습니다,20.12.21.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10703,부드럽고 잇몸에 자극이 덜해서 잘쓰고 있어요,20.12.17.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10704,재구매재구매입니다. 감사합니다.,20.12.17.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10705,배송도 빠르고 좋아요!,20.12.02.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
10706,좋아요 싸게 잘 샀어요,20.11.27.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10707,칫솔마다 케이스 있어 좋아요,20.12.20.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
10708,한달사용기이 닦기 좋아요~ 어금니도 잘 닦여요~,20.11.26.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
10709,잘 시용하고 있습니다~,20.12.23.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10710,딱 원하던 칫솔입니다 작고 좋아요!,20.11.29.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10711,"매번 쓰던거에여~ 
바꿀려고 샀어용 ㅋㅋㅋ
한달에 한번은 바꾸야죠~",20.11.14.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10712,재구매항상 재구매해서 쓰는데 아주 좋아요,20.11.28.,4,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10713,아이가 교정하고 칫솔을 바꾸게되면서 아이추천으로 사줬더니 편하다고하네요 강추합니다,20.12.30.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10714,재구매매번 계속 사용중~~,20.12.04.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10715,"남편이 먼저 사용중인데 치실사용안해도
잘 닦인다네용",20.12.17.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
10716,"1차 구매 후 2차 구매했습니다. 칫솔모도 부들부들하고 손잡이도 튼튼합니다.
배송도 빠르고 물건 대만족입닏.",20.11.18.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10717,"배송 빠르고 포장도 깔끔해요
아이들 칫솔은 너무 부드럽지않나 걱정입다
일단 잘 사용해 보고 한달사용후기 남길게요",20.11.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
10718,배송 및 포장 잘 되서 왔습니다,20.12.20.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
10719,재구매배송도 빠르고 좋습니다 추천합니다,20.11.28.,4,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10720,배송도 빠르고 제품도 좋아요 ㅎㅎ,20.12.23.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10721,우선 일반모 미세모 두가지 섞어서 샀어요. 크기도 적당하고 한개한개 저렇게 씌여져 있으니 좋습니다. 저렴한 가격에 아주 잘 쓸께요~,20.11.13.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10722,2번째 구매인데도 가격도 적당하고 너무 잘쓰고 있습니다 감사합니다!!,20.12.15.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
10723,교정 치과보다 저렴하게 구매해서 좋았네요,20.11.27.,3,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10724,한달사용기켄트칫솔도 써봤지만 다시 돌아오게 되네요 좋아요!!,20.12.17.,4,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10725,너무마음에들어요굿굿,20.12.17.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10726,색상도 고루고루 있어서 좋아요,20.12.19.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10727,"BEST치과칫솔한번쓰기시작하니까 딴건 못쓰겠어요 매우부드러운칫솔만 쓰다보니 오히려 잇몸이 약해져서 치과칫솔쓰기 시작했는데 좋아요!!! 매달 교체하지만 모가 빨리닳거나 하지도 않고 적당히좋습니다 
치실도 저렴하게 사서 좋아요!!!!!
다쓰면또올게요",20.11.04.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10728,"재구매늘 쓰던거에요~
좋아요^^",20.12.18.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10729,재구매 제품이예요. 만족하는 제품이라서 다시 재구매 했구요 저는 오래 쓰는편인데 남편은 금방 모가 퍼져서 자주 바꿔요 :),20.11.13.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10730,재구매치과칫솔 재구매에요,20.12.21.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10731,빠른배송 감사합니다~,20.12.01.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10732,안썼는데 괜찮은 것 같습니다,20.12.19.,4,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
10733,"칫솔모도 부드럽고 칫솔모가 잘빠지지않아 좋아요
다음에도사려구요",20.12.09.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10734,재구매항상 쓰는거에요~좋습니다!,20.11.30.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10735,한달사용기가성비 매우 좋은 칫솔 수퍼에서 파는 싸구려 사지말고 이거 추천해요,20.12.12.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10736,"재구매재구매 입니다.
가격만 착해지면 좋겠어요",20.11.27.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10737,한달사용기괜찮아요 원래쓰던 칫솔이라,20.12.19.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10738,"재구매배송도 빠르고
포장도 깔끔합니다
항상 잘 이용하고 있어요^^",20.12.16.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10739,"배송도 빠르고 제품도 마음에 들었습니다
감사합니다",20.11.26.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 04.어린이고급슬림(3줄미세모) 12개 1박스
10740,한달사용기개운하고 좋습니다.,20.12.22.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10741,배송도 칫솔도 깨끗하게 잘 받았습니다~,20.12.19.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10742,"스케일링하고나니 치과에서 이런
칫솔을 주더라고요. 그런데 가족들이 미세모싫어해서뚱뚱한 오랄비칫솔을 썼는데 아무래도 치석이 생기는것 같아서 저혼자 쓸생각으로 주문했습니다. 관리 들어가야죠.",20.11.06.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10743,한달사용기만족해서 주기적으로 쓰고잇어요! 단단한  칫솔모!,20.12.11.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
10744,"약간 뻑뻑한감이 있지만 괜찬은거 같아요 
계속 써보려고요",20.11.24.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10745,재구매늘주문해서 쓰는 칫솔이에요 넘넘 좋앙ㅕ,20.11.29.,5,재구매,0,1.칫솔종류: S&G 고급(Premium)칫솔 / 2.칫솔선택: 06.고급이중슬림모 12개 1박스
10746,신중하게 고민하고 리뷰보고 구입했습니다. 시원한 느낌 있네요. 근데 생각보다 좀 쎄게 닦이는 느낌입니다. 아이들은 잘 쓰네요,20.12.01.,4,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10747,한달사용기교정하고 항상 사용하는 칫솔입니다 잘 쓰고 있어요~,20.12.15.,5,0,한달사용기,1. 칫솔 종류: S&G 어금니칫솔 (★칫솔모양주의) / 2. 칫솔 선택: 10.어금니칫솔 앤드터프트 12개 1박스
10748,한달사용기가격착하고 부드럽고 좋습니다,20.12.18.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
10749,배송도빠르고촘촘하고좋네요,20.12.18.,4,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10750,칫솔 잘 쓸께요 감사합니다,20.12.19.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10751,"부드럽고 좋아요.
배송도 빨랐어요.",20.11.23.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10752,양치할때 잘 닦여요~,20.12.21.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10753,"항상 사용하는 제품입니다. 품질 좋고, 배송 정말 빨라요!",20.12.09.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10754,배송도 빠르고 아주좋아요^^,20.12.20.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10755,"재구매재구입 네번째 정도 되는 듯
좋아요",20.11.27.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10756,교정시작한 아이 칫솔로 딱 좋네요~ 일반모도 생각보다 뻣뻣하지는 않네요. 잘쓰고 또 구입하러 오겠습니다!,20.12.02.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
10757,배송 빠르고 잘 받았급니다,20.12.19.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10758,한달사용기잘 사용하고 있어요.,20.12.21.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10759,좋아요  칫솔은 여기서만사야겠네여,20.12.11.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10760,좋아요  칫솔은 여기서만사야겠네여,20.12.11.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
10761,재구매재구매 제품입닏ㄱㆍ.ㅈ,20.12.09.,4,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10762,배송 빠르고 하나하나 개별 포장 좋아요!,20.11.26.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10763,재구매항상 쓰던거예요.재구매는 계속중..,20.11.22.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10764,재구매매번 재구매해서 쓰고있습니다,20.12.17.,5,재구매,0,1. 칫솔종류: S&G 교정용V 칫솔 / 2. 칫솔선택: 07.교정V 슬림모 12개 1박스
10765,재구매게속 사용하던거라 좋아요,20.12.18.,5,재구매,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10766,"배송 잘 받았고 
  아직 사용 하지 않았지만 포장도 깔끔하고
  잘 산것 같아요",20.12.12.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10767,칫솔 케이스도 있고 좋아요~ 저렴하게 많이 사서 자주 바꿔가면서 양치할수있어요,20.12.05.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
10768,"치과에서 파는거보고 좋은거라는걸 알고
이곳에서 저렴하게 구매했어요. 굿!",20.11.17.,5,0,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10769,한달사용기교정하고 항상 쓰는 칫솔입니다~ 잘쓰고 있어요~,20.12.15.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
10770,항상 쓰는 제품이에요~ 좋아요 .^^,20.12.19.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10771,꼼꼼히 잘 닦여요!!,20.12.22.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10772,기존에 저만 쓰던건데 너무 괜찮아서 아이 칫솔도 바꿔볼려고 주문해봤어요~~어른보다 아이들 치아관리가 어려운편인데 곰돌이 칫솔로 열심히 관리해볼려구여^^,20.11.07.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
10773,"다른분들 리뷰처럼 4가지 색이어서 가족들이 색깔별로 쓰기도 좋고, 가성비 딱이에요. 이번에도 재구매했어요",20.12.01.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
10774,한달사용기너무 좋아용 직원들한테도 써버라고 권유했어요! 재구매의사 완전 있어요,20.12.06.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
10775,"재구매저렴하고 빠른 배송좋아요.
재구매했습니다.",20.12.10.,5,재구매,0,1. 칫솔 종류: S&G 교정용V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
10776,BEST교정이 드디어 끝났습니다!!! 근데 이 칫솔은 끊을 수가 없어요!! 이번에 교정끝난 기념으로 일반칫솔로 구매했습니다ㅎㅎㅎ 이중미세모 칫솔 하나 더 챙겨주신것 같아요ㅠㅠ 감사합니당 또 구매할게요!,20.11.05.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
10777,아직쓰기전인데좋을끠같아요,20.12.16.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
10778,한달사용기재구매좋아요 좋아요 좋아요 좋아요,20.12.21.,5,재구매,한달사용기,1. 칫솔종류: S&G 고급(Premium)칫솔 / 2. 칫솔선택: 06.고급이중슬림모 12개 1박스
10779,한달사용기부드럽게 잘 쓰구 있네요~,20.12.18.,4,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
10780,한달사용기칫솔이.가볍고 부드러워요,20.11.27.,5,0,한달사용기,1. 칫솔종류: S&G 고급(Premium)칫솔 / 2. 칫솔선택: 06.고급이중슬림모 12개 1박스
