,내용,날짜
742,좋은제품 저렴히 잘 샀습니다,21.12.28.
743,가성비가 좋은 치약이에요!,21.12.28.
744,너무 저렴하게 잘 구매했어요. 재구매할게요!,21.12.28.
745,"치약 써보니 상쾌하고 괜찮습니다
옛날 죽염처럼 짭잘한 맛이 안나서 좀 아쉬워유",21.12.27.
746,죽염치약은 오랜만에 사용. 저렴해서 구매했어요,21.12.27.
747,좋은 상품 가격 배송 모두 만족합니다~~,21.12.27.
748,"죽염향이 좋아요
상쾌한 기분이 ^^",21.12.27.
749,순해서 잘 쓰고 있어요,21.12.27.
750,상쾌하고 좋아요 굿굿,21.12.27.
751,배송은 좀 늦었지만 좋아요 ㅎㅎ,21.12.27.
752,좋아요 ㅎㅎㅎ,21.12.27.
753,항상 죽염치약을 쓰는중이라 좋아요,21.12.26.
754,"늘 쓰던겁니다
감사해요",21.12.26.
755,"가격이 저렴해서 대량구매했어요
생산지가 중국이긴하지만 먹는거 아니라서 괜찮을거라 생각하고 사용해요",21.12.25.
756,매번 사용하는 거라 좋습니다,21.12.25.
757,ㅐ내ㅛ요여,21.12.25.
758,쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.,21.12.24.
759,쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.,21.12.24.
760,포장도 안전하게 잘 돼서 배송도 빨리 받았구요.저렴하게 구매했네요.이번에 많이 구매해서 쟁여 놨어요.6식구가 쓰다보니 치약도 만만찮게 쓰네요.포장도 안전하게 잘 돼서 배송도 빨리 받았구요.저렴하게 구매했네요.이번에 많이 구매해서 쟁여 놨어요.6식구가 쓰다보니 치약도 만만찮게 쓰네요.,21.12.24.
761,포장도 안전하게 잘 돼서 배송도 빨리 받았구요.저렴하게 구매했네요.이번에 많이 구매해서 쟁여 놨어요.6식구가 쓰다보니 치약도 만만찮게 쓰네요.포장도 안전하게 잘 돼서 배송도 빨리 받았구요.저렴하게 구매했네요.이번에 많이 구매해서 쟁여 놨어요.6식구가 쓰다보니 치약도 만만찮게 쓰네요.,21.12.24.
762,포장도 안전하게 잘 돼서 배송도 빨리 받았구요.저렴하게 구매했네요.쿠폰있을때 많이 사서 쟁여놨어요. 식구가 많으니까 치약도 너무너무 많이 써서....,21.12.24.
763,"빠르게 잘 받았습니다...
한동안 잊어버리고 잘 쓰겠네요...
번창하세요~~~^^",21.12.24.
764,"오랫만에 사용해봅니다
후레쉬한게 좋아요",21.12.24.
765,넉넉하게 잘 사용하고 있습니다,21.12.24.
766,잘받았습니다 감사합니다 진짜 빨라요 포장도 꼼꼼하게 왔어요 최고예요,21.12.24.
767,매번 사용하는 치약입니다 굳,21.12.24.
768,배송빨라요 잘받았습니다~!,21.12.24.
769,상쾌하고 넘 좋아요~~~~,21.12.24.
770,조금 늦게 배송됨...,21.12.24.
771,좋은상품.가격으로 많은양 모두 만족합니다.재구매해서 잘 쓰고있어요~감사합니다 ^^,21.12.24.
772,쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.,21.12.24.
773,쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.저렴하게 사줘서 고맙다네요.,21.12.24.
774,회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.안전하게 잘 받았답니다.,21.12.24.
775,쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.쿠폰 써서 저렴하게 샀어요.회사에서 쓸거라고 동생이 사달라고 해서 많이 구매했어요.,21.12.24.
776,배송빠르고 좋아요~매번잘쓰고있습니다~,21.12.23.
777,양도 많고 저렴해요. 배송도 빨라요,21.12.23.
778,좋아요 저렴하구요 수고하세요,21.12.23.
779,만족해요~ 싸게 잘 샀습니다.,21.12.23.
780,상쾌하고 좋아요!!,21.12.23.
781,"치약 떨어져서 구매했어요
저렴한가격에 많이 구매했더니 뿌듯합니다~",21.12.23.
782,"21년 12월 21일 주문해서 12월 23일 받았습니다.
배송 빠릅니다.
사용기한 2024.09.14 까지 넉넉합니다.",21.12.23.
783,잘샀어요 재구매의사있어요 조아요,21.12.23.
784,잘샀어요 재구매의사있어요,21.12.23.
785,좋어요 굿굿굿!!!,21.12.23.
786,늘쓰던치약이라 주문했어요 이제한참잊어버리고쓰겠네요,21.12.22.
787,좋더라고요 잘 구매했다고 생각 했어요,21.12.22.
788,배송도 빠르고 상쾌한 느낌이 좋아요,21.12.22.
789,치약은 온라인으로 처음 구매하는데~훨씬 저렴하네요~앞으론 계속 인터넷으로 구매해야겠어요~,21.12.22.
790,배송빠르고 가성비 최고,21.12.22.
791,죽염만 쓰는데 좋네요,21.12.22.
792,항상 애용합니다..^^,21.12.22.
793,저령하게잘샀네요개운하고깔끔하네요,21.12.22.
794,가격저렴 입안도 상큼 넘 좋아서 계속 주문 해서 쓰고있어요,21.12.21.
795,허브향이라 오리지널처럼 짠맛없이 상쾌해요,21.12.21.
796,자주 쓰던 치약이에요 상쾌하고 좋아요~,21.12.21.
797,가격 저렴하고 양치후 상쾌 해요.,21.12.21.
798,잘 받았습니다. 잘 쓸게요.,21.12.21.
799,상쾌하고 좋습니다 추천,21.12.21.
800,배송도빠르고좋아요 ㅎ,21.12.21.
801,가격과 용량 모두 좋고 닦고 나면 개운한데 은단?나무껍질?같은 묘한 향이 입안에 좀 강하게 오래 남아요,21.12.20.
802,늘 사용하는 제품입니다. 좋아요...,21.12.20.
803,스마일배송으로 한꺼번에 샀어요,21.12.20.
804,맵지 않아서 좋아요~,21.12.20.
805,배송 완전 빨라요!!!,21.12.20.
806,다음에 또 구매 하겠습니다 굿 입니다,21.12.20.
807,남편이 좋아해요. 양치후 개운하대요.,21.12.19.
808,이치약만 사용 하고있읍니다,21.12.19.
809,저렴하고 좋아요~ 잘쓸께요.,21.12.19.
810,늘쓰는제품이라만족해요~,21.12.19.
811,첨 구매인데 써보고 재구매 할께요!,21.12.19.
812,죽염이라 구매해보아요..저렴해서 더 좋네요,21.12.18.
813,죽염치약 좋은건 아는데 허브향이 강할까봐 걱정 했었는데 향도 쎄지않고 좋아요,21.12.18.
814,죽염오래쓰다보니 무난하고 좋답니다,21.12.18.
815,배송 빠르고 상품 마음에 듭니다. ~~,21.12.18.
816,치약이 다 딸어져서 구입햇습니다,21.12.18.
817,늘쓰는건데 저령하게 잘샀네요~,21.12.18.
818,좋은가격에 한동안 잘 쓸게요,21.12.18.
819,배송빠르고 만족합니다.,21.12.18.
820,칫솔도주시고짱입니다,21.12.18.
821,빠른배송입니다 한동안 잘사용하겠습니다,21.12.18.
822,주문량이 많았음에도 날짜 맞춰 보내주셔서 감사드립니다.,21.12.17.
823,든든학니다 당분간치약ㅇ걱정안해도될것같아요,21.12.17.
824,신속하고 정확한 배송이 아주 마음에 듭니다,21.12.17.
825,상쾌향에 닦을때 기분이 좋습니다,21.12.17.
826,몇년째 이 제품만 사용하고 있습니다 잇몸이 튼튼하게 유지되는 느낌입니다,21.12.17.
827,양도 넉넉해서 맘에 들어요,21.12.17.
828,good products fast delivery~,21.12.17.
829,"아직 사용전예요
사용후 후기 올릴께염",21.12.17.
830,"싸고 좋아요 늘 쓰던제품이라
전 좋아요",21.12.17.
831,항상 사용중인 제품입니다. 만족스러워요.,21.12.16.
832,품질이 우수하고 아주 조아요,21.12.16.
833,늘쓰던거라 믿고쓰고있어요,21.12.16.
834,재구매함 죽염치약 좋아요,21.12.16.
835,즐겨써요 배송도 뻐르네요,21.12.16.
836,아주 만족스럽습니다,21.12.16.
837,만족합니다 늘 이것만 씁니다 감사합니다,21.12.16.
838,배송빠르고 저렴한 가격에 많은 양 잘 구매했네요~~~,21.12.15.
839,빠른 배송과 합리적인 가격때문에 구매합니다,21.12.15.
840,죽염이 좋아요 재구매합니다,21.12.15.
841,빠르고 좋아요,21.12.15.
842,저렴한가격에 잘샀습니다. 죽염치약인데도 짜지 않고 괜찮습니다. 오히려 약간 달달합니다,21.12.15.
843,너무저렴해서 혹시나 했는데 걍 그렇네요 치약이 너무 무르다고 해야하나걍 물약같은 느낌? 페리오는 쫀득한 느낌이라면 이건 그냥 물탄느낌이라고 해야하나? 여튼 이건 아님ㅠ 많이 샀는데 어케야할지 고민 운동화 닦는데라도 쓸까 고민중ㅠ,21.12.14.
844,"상쾌하고,착한가격이라 좋아요.
다른치약보다 싫증이 안나고 계속쓰게 돼네요.
번창하세요",21.12.14.
845,"가격대비 짱입니다~
앞으로도 계속 사용할께요 ~",21.12.14.
846,엘지 죽염 치약은 믿고 쓰는 것입니다.,21.12.14.
847,"좀더허봐야 알것같아요
배송은 느려요",21.12.14.
848,써보고 좋아서 재구매한 상품입니다,21.12.14.
849,너무 좋아요 ~ 아직 한참 남았어요,21.12.14.
850,3년째 구매하는 좋은 상품입니다,21.12.14.
851,가격 대비해서 매우 만족합니다,21.12.14.
852,가성비 짱 3년째 애용중입니자,21.12.14.
853,개운한 느낌은 없네요..........,21.12.14.
854,배송도 빠르고 잘받았습니다,21.12.14.
855,항상 사용합니다.,21.12.14.
856,"향도 적당하고, 가격도 저렴하고, 성능도 좋은듯 해요",21.12.14.
857,빠른배송 감사합니다. 가성비가 정말 좋아요.,21.12.14.
858,치약 급하게 구매했는데 중국 공장에서 생산한 제품이네요.,21.12.13.
859,가격대비좋아요 강추입니다,21.12.13.
860,죽염 저렴이 버전 ㅋㅋ,21.12.13.
861,후레시하고 이도 상쾌하게 뽀독뽀독 딱여서 만족해요,21.12.13.
862,마어는ㅇㆍㄱ요,21.12.13.
863,"아주싸게구입했어요~~
다음에도구매의사있음",21.12.12.
864,빠른배송에매우감사드립니다..,21.12.12.
865,"원래 쓰던 제품인데 아주 잘 사용하고 있습니다
재구매의사있습니다",21.12.12.
866,차약 4셋트 오래 한동한 걱정없이 쓰겠네요.,21.12.11.
867,몇년째 사용하지만 언제나 만족합니다 ~,21.12.11.
868,"죽염후레쉬
저렴하게 잘 구매했습니다",21.12.11.
869,빠른배송 저렴한가격 감사해요!,21.12.11.
870,죽염이 순하니까 좋아요,21.12.11.
871,가성비가 좋은것 같아요,21.12.11.
872,아주 만족합니다 감사합니다,21.12.11.
873,세일할때 잘 샀어요~ 죽염이 역시 시원해요,21.12.10.
874,배송빠르고 가격도 착해요,21.12.10.
875,감솨함당 수고하세용^^,21.12.10.
876,가격대비 만족한 상품 배송도 만족합니다.,21.12.10.
877,좋아요좋아요좋아요좋아요,21.12.10.
878,좋아요좋아요좋아요좋아요좋아요,21.12.10.
879,빨리 도착해서 잘 쓰고 있어요.,21.12.09.
880,잘쓰겠습니다 감사해요,21.12.09.
881,저렴하고 향이 좋아서 자주 구매합니다.배송도 빠르고 품질도 좋고,21.12.08.
882,개운한. 치약을 찾다가 저렴한가격으로 구입했어요,21.12.08.
883,집앞 에브리데이보다 훨씬 싸네요 좋아요~,21.12.08.
884,아직 사용전인데 믿고 쓰는 죽염이예요:),21.12.08.
885,아주 좋아요 연하네요 마니 쓸게요,21.12.08.
886,입안이깔끔해서계속애용중이예요,21.12.08.
887,죽염치약 다음에 또 주문할께요!,21.12.08.
888,"ㄱㅏ성비 좋아요
향도 적당하고~",21.12.08.
889,가성비 좋은 치약이에요. 추천~,21.12.08.
890,향이 좋아요 재구매할께요,21.12.08.
891,아직 사용전이라 ....,21.12.08.
892,포장이 좋아 요 ^^,21.12.08.
893,배송도빠르고 가격도좋고 다종ㅅ네요,21.12.08.
894,조아조아,21.12.08.
895,조아요 상쾌하게 용량이 크네요,21.12.07.
896,좋은제품이싸고도 좋아요,21.12.07.
897,치약필요해서구매했어요.,21.12.07.
898,감사합니다. 항 상 주문하는 상품 입니다. 다들 아시는 상품이니 뭐 이젠 왠지 집안에 항상 비치되어 있어야 하는 상품중에 하나가 된듯 하네요.. ^^ .. 상품이야 항상 사용하다 보니 뭐 괜찮은 사품이네요 다음부터 빠른 배송 부탁드립니다.,21.12.06.
899,이 닦으면 개운해요 가격도 만족스럽네요 추천합니다 죽염 치약을 좋아해서 이 제품을 사용중입니다,21.12.06.
900,쟁여 놓고 쓰는 치약입니다 마트보다 저령해요,21.12.06.
901,"죽염은 입안이 상쾌하고, 지속력도 오래 가요",21.12.06.
902,향이 상쾌하고 좋습니다. 가격도 좋네요,21.12.06.
903,합리적인 가격에 좋은 제품입니다.,21.12.06.
904,알던상품 재구매라서 좋습니당^^,21.12.06.
905,잘쓸게요 잘샀어요 ㅎㅎ,21.12.06.
906,잘쓰겠습니다 감사해요,21.12.06.
907,배송도 제품도 좋아요,21.12.06.
908,양도많고 가격저렴,21.12.06.
909,빠른 배송 감사합니다~~,21.12.06.
910,이 치약만 항상 구매하고 있습니다. 개운하고 상쾌해서 다른 치약은 좀 불편해요. 다 사용하고 나면 재구매하겠습니다,21.12.06.
911,아직 사용전이지만 잘 도착했어요 써보고 좋으면 재구매할께요,21.12.05.
912,갯수 잘 보고주문 할 것.1개 더라구요.,21.12.05.
913,싸고좋아요~한참쓰겠네요.,21.12.05.
914,배송빨라요~~~ 좋아요~,21.12.05.
915,애정하는 치약ddd,21.12.05.
916,좋아요 좋아요 강추합니다,21.12.05.
917,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,21.12.05.
918,개운하고 깔끔해요 가격도착하구요^^,21.12.04.
919,배송 빠르고 저렴해서 너무 좋아요,21.12.04.
920,늘 사용하고 있는 제품입니다.,21.12.04.
921,갠찮아요 깔끔하니좋아욧,21.12.04.
922,싼 가격에 잘 샀네요 ㅎㅎ,21.12.04.
923,입안 개운하고 좋아요.,21.12.04.
924,배송이 좀....,21.12.04.
925,"배송빠르고 좋아요
깔끔한 느낌이 좋아 이제품만 쓰고있어요",21.12.04.
926,죽염이 상쾌하고 좋더라구요. 대용량 저렴하게 샀습니다.,21.12.03.
927,저럼하고 사용감이 좋아 항상 쟁여둡니다~~,21.12.03.
928,가격대비 가성비 갑인듯요~^^ 졸아요~!!,21.12.03.
929,가성비 대비 최고의 제품이네요,21.12.03.
930,마트보다 싸게 구매했답니다..,21.12.03.
931,만족합니다. 다음에 또봐요,21.12.03.
932,저렴하게 잘 쓰고있습니다,21.12.03.
933,배송두 빠르구 조으네요~~,21.12.03.
934,상쾌하고 좋습니다 ㅡㅡ,21.12.03.
935,치약은 역시 죽염입니다,21.12.03.
936,"내추럴프레쉬 허브치약 160g x9개+치약 추가증정

좋아요~",21.12.03.
937,잘쓰겠습니다 감사합니다,21.12.03.
938,좋아요배송도빠르고요좋아요,21.12.03.
939,배송도 빠르고 용량도 큰데 가격까지 저렴해서 좋습니다,21.12.02.
940,저럼하게잘삿어오 양치하구나면상쾌해요,21.12.02.
941,처음써보는거라 효과가 좋앗으면 합니다,21.12.02.
942,"배송도 빨랐고요
죽염 좋습니다",21.12.02.
943,자취방에 쌓아두고 쓰기 좋네요,21.12.02.
944,항상 쟁여놓고 있어요...,21.12.02.
945,싸게 샀습니다. 좋네요,21.12.02.
946,가격도 착하고 배송도 빠르네요~매우 만족합니다^^*,21.12.02.
947,그냥 제일 문안하게 개운하면서 .. 즐겨 찾게 되네요.. 다른거 쓰다가도 이거 떨어지면 항상 챙겨 놓고 있어요,21.12.01.
948,조아요 저렴해요 잘쓸게요,21.12.01.
949,상품도많고 갠찬아요,21.12.01.
950,저렴하게 잘산것 같습니다. 이것저것 써보지만 이 치약이 제일 나은것 같습니다.,21.12.01.
951,죽염이 짱이지이이ㅣㅇ이ㅣ,21.12.01.
952,사용감이 참 좋아 많은분들이 찾는 참좋은 제품입니다,21.11.30.
953,정말로 좋아요 많이 구입 하세요 감사합니다,21.11.30.
954,가족들 같이 사용합니다,21.11.30.
955,재구입했습니다,21.11.30.
956,계속 사용하고픈 제품입니다. 가성비 좋고와 부작용 없습니다!,21.11.30.
957,가성비가 좋기 때문에 만족 합니다감사합니당,21.11.30.
958,"너무 너무 좋아요
품질 배송 기성비 모두다 좋아요",21.11.30.
959,저렴한가격에 대용량으로 주문해서 한동안은 안시켜도 되겠네요 ㅎ,21.11.29.
960,가격 착하고 좋은데 배송이 조금 오래 걸렸어요,21.11.29.
961,좋아요 할인많이해서 굿,21.11.29.
962,항상잘쓰고있어요,21.11.29.
963,만족합니다 늘 사용하고 있습니다.,21.11.29.
964,ㅅㅏㄹ쓰고있어요강상새요,21.11.29.
965,가격가성비 좋아요 매일쓰는제품 개운하고 좋아요 ㅎㅎㅎ,21.11.29.
966,귀찮아서 여러개구매하여 쓰고있음거품이좀덜나는거 빼곤 좋아요,21.11.28.
967,향이 깔끈하고자극적이지 않아서 좋아요잘 구매한 것 같습니다,21.11.28.
968,"저렴하게 구입잘했네요!!!
떨어지면 재구매 할게요",21.11.28.
969,"늘 쓰는 제품, 저렴한 가격에 구매해서 좋아요!!",21.11.28.
970,배송빠르고 저렴하고 좋아요,21.11.28.
971,저렴한가격에 잘산것같아요,21.11.28.
972,좋습니다 죽염,21.11.28.
973,가격도 저렴하고부모님이 이게 제일 낫다고 하셔서매번 사서 쓰는 제품입니다.배송도 빠르고 저렴하게 잘 구매했어요~,21.11.27.
974,저렴한 상품 빨리 잘 받았어요.마니 파시고 잘 쓸게요,21.11.27.
975,정말 잘받고 했어요.나중에 또 구입하려고 합니다,21.11.27.
976,예일반시중물건과 샅은것같으데 가격이저렴해요,21.11.27.
977,항상 쓰는 제품. 잇몸 염증 안생기고 좋아요,21.11.27.
978,배송 빠르게 잘 받았습니다 만족해요,21.11.27.
979,싸게 잘 구입했어요! 배송도 빨라요!,21.11.27.
980,향 거의없음색 없음잘 짜짐양 많음가격 저렴재구매의사 있음,21.11.27.
981,00,21.11.27.
982,가겨좋고 물건 좋고 오랫동안 잘 쓸거 같아요. 굿,21.11.27.
983,샴실서 쓸려고 샀어요가성비 좋아요,21.11.26.
984,잇몸이 약한편이라 피곤하면 자주 붓는데 죽염치약 사용하면 좋아집니다ㆍ,21.11.26.
985,상태좋구요 추가로 사려고합니다,21.11.26.
986,"항상 애용하고 있어요
잘 쓸께요",21.11.26.
987,직원들이 많아서 죽염치약 저렴하고 양치 후 느낌 좋아서 애용합니다 ~~``,21.11.26.
988,ㅈㅏ주쓰는제품 좋아요,21.11.26.
989,가격대비 양이 많아 오래 쓸수 있어 좋아요 앞으로재구매 의사 있어요,21.11.26.
990,치약은 역시 인터넷,21.11.26.
991,금방오네요,21.11.26.
992,"죽염 내추럴 후레쉬 허브 알파치약 160g 3개 구성, 스마일배송으로 안전배송 되었더라구요.",21.11.26.
993,"상쾌하고 사용하기 무난해서 장기 사용하고 있으며
가격대비 품질은 무난합니다.",21.11.26.
994,"엘지생활건강 죽염 내츄럴프레쉬 허브치약을 재주문합니다. 양치후 입안의 상쾌함과 깨끗한 느낌이 좋습니다. 향기도 민트여서 싱그러워요
가족들이 만족하며 다 써요",21.11.25.
995,이치약 최고입니다 잇몸 통증이 없어져요 ㅎㅎ,21.11.25.
996,허브향 싱그럽고 입안이 개운하고 상쾌하니 아주 좋아요 부담없이 잘 사용할것같네요 용량도 많아 오래오래 쓸것같아요~~,21.11.25.
997,가격도 저렴하고 죽염치약 만족합니다,21.11.25.
998,양치진이 상쾌하고 좋아요,21.11.25.
999,쟁여놨어요 나중에 쓰게,21.11.25.
1000,가격대비 만족해요.,21.11.25.
1001,개운하고 행사때 저렴하게 잘사서 이용하고 있습니다. 오래 쓰게되여 참 좋습니다. 후레쉬,21.11.25.
1002,개운해요 개운해요 좋아요,21.11.25.
1003,배송빠르고 감사합니다 배송빠르고 감사합니다 배송빠르고 감사합니다,21.11.25.
1004,일반 죽염 치약보다 허브향 때문인지 약간 덜 독해요...유통기간도 24년까지 넉넉합니다...다른 치약을 사용하면 개운하지 않아 그것만 찾게 되네요..,21.11.24.
1005,부드럽고 잘 쓰고있어요.일반치약보다 거품이 작아요,21.11.24.
1006,여기가 가장 저렴해요~~ 치약은 언제나 구입합니다,21.11.24.
1007,너무 좋습니다 가성비 죽염~~ 다들 이거 사세요,21.11.24.
1008,배송이 빠르고 저렴한 가격에 너무 좋습니다.,21.11.24.
1009,늘 사용하는 제품요 .. 입안이 상쾌합니다,21.11.24.
1010,항상 쓰던거라 저렴하게 잘 구매했습니다,21.11.24.
1011,항상 쓰던 제품이라 꾸준히 쓰고 있어요,21.11.24.
1012,죽염 내추럴 허브 치약 잘 받았습니다,21.11.24.
1013,입속이상쾌한느낌으로기분이좋다.,21.11.24.
1014,배송 빠르고 제품 싸게 잘 샀어요.,21.11.24.
1015,쓰던개 아니라 조금낫설음 ㅜㅜ,21.11.24.
1016,사용감 산뜻하고 깨끗합니다~,21.11.24.
1017,빠른배송! 고맙습니다~,21.11.24.
1018,저렴하고 맛도 좋아요.,21.11.24.
1019,잇몸도 좋아지는것같고 입안도 상쾌하니 좋은거같아요,21.11.23.
1020,죽염치약이라 잇몸시린데 효과 짱좋아요,21.11.23.
1021,"빠른배송 고맙습니다.
좋아요.",21.11.23.
1022,"대량 구매 저렴하네요
좋아요",21.11.23.
1023,늘 사용하던거라 좋아요,21.11.23.
1024,상큼하고 깔끔합니다~,21.11.23.
1025,"배송도 빨랐지만 현존 치약중 최고..

스위스, 프랑스 치약 다 필요 없음!!

출장 갈 때마다 바리바리 사들고 왔었지만 죽염이 최고임!",21.11.23.
1026,가성비 좋아요사용하고 입안도 개운하고 사용하다 만족스러우면 또 구매해려고 합니다,21.11.23.
1027,"빠른 배송에 감사드립니다.

죽염 치약 좋아합니다.",21.11.23.
1028,좋습니다 잘쓰는중입니다,21.11.23.
1029,"아직 사용전이지만 좋을꺼 같아요
배송 무진장 빠르네요
감사합니다",21.11.23.
1030,조아여ㅛ 조아요 조아요,21.11.23.
1031,양이 많고 묵직하니 좋아요 입안도 금방상쾌해지고 근데허브향이 빠진 예전 죽염치약이전 더조으네요^^그건 이렇게 크게도안나오더라구요 그래서별하나 뺐네요,21.11.22.
1032,배송은 엄청 느렸어요. 일주일 걸렸네요. 남편은 꼭 죽염치약만 쓰네요. 뻑뻑하지않고 부드러워 좋고 향도 좋아요. 싸게 구매했어요.,21.11.22.
1033,싸게 잘샀는데 치약 거품이 너무 많은생기는것같요,21.11.22.
1034,쓰던제품이라 재구매입니다 잘 닦이고 개운해요,21.11.22.
1035,처음엔 이상했는데 쓰다보니 좋아요,21.11.22.
1036,잘사용하고 있어요 감사합니다,21.11.22.
1037,가격도 싸고 양도 많고 좋아요,21.11.22.
1038,깔끔해서 사용하기 좋아요,21.11.22.
1039,빠른배송 저렴하게 잘샀습니다 ㅎㅎ,21.11.22.
1040,사용기한이 24.2.23 이라고 박스에 표기 되어 있네요. 스마일배송으로 잘 받았습니다^^,21.11.21.
1041,죽염 좋은건 다 알고있어서 특가로 뜰때마다 구매해놓아요상쾌하고 세정력 좋아요꾸준히 쓰는 제품이에요~~,21.11.21.
1042,항상 쓰고 있는 치약 저렴하게 잘 구입했어요~^^,21.11.21.
1043,상품평보고 구입했네요 추천합니다,21.11.21.
1044,쿠폰먹여서 매우싸게 잘 샀습니다.,21.11.21.
1045,잘 닦이고 향도 좋아서 자주 챙겨놓네요~담에도 착한가격에 구매하고 싶네요^^,21.11.21.
1046,배송 빠르고 상품 가성비 좋아요,21.11.21.
1047,죽염치약 개운하고 넘넘 좋아요,21.11.21.
1048,가성비 좋아 이것만 사용,21.11.21.
1049,상쾌해서 이치약 좋아요,21.11.21.
1050,싸고 좋아요 추천합니다,21.11.21.
1051,완전 착한 가격에 구매했어요. 배송도 안전하게 잘 왔구요. 늘 쓰던 제품이라 믿고 구매했습니다.,21.11.21.
1052,"잘 받은 삼품이에요. 가격 대비 상품 좋아요. 포장도 깔끔하게 좋아요, 상큼해요",21.11.21.
1053,양치하고나면 개운하고 상쾌합니다.,21.11.21.
1054,배송이 빨라서 좋아요 배송이 빨라서 좋아요,21.11.21.
1055,맵지않고 적당히 상쾌해요 초등 아이들도같이쓰는데 다른치약은맵다고하면서 이것만쓰네요,21.11.20.
1056,잘 받았습니다. 시원하고 개운하게 잘 닦이는 것 같아요~가격도 착하구요^^ 많이 파세요~,21.11.20.
1057,"항상 죽염만 쓰는데 양도 넉넉하고 상쾌하네요!
저렴하게 잘 구매했습니다~!",21.11.20.
1058,입이 개운하니 좋아요.,21.11.20.
1059,가격은 저렴했지만 배송은 일주일 걸렸고 포장은 큰박스에 아무런 포장없이 달랑 치약 9개만 넣어놨네 정말 엉망이네요 가격이 저렴해서 그냥 씁니다.,21.11.19.
1060,개운하고 깨끗한 느낌이예요~배송도 빠르고 저렴히 잘 구매했어요~,21.11.19.
1061,개운한 허브향과 짜지않은 죽염이 잇몸건강에 좋아요 계속 사용하는 중입니다 추천합니다,21.11.19.
1062,용량 증량에 상코함까지 라주 좋습니다,21.11.19.
1063,죽염치약이 좋다고해서 구매했습니다.,21.11.19.
1064,많이 안 매워서 아이도 쓰기 좋아요.,21.11.19.
1065,항상쓰고있어요.개운하니 좋습니다.,21.11.19.
1066,계속쓰는 치약입니다넘좋아요,21.11.19.
1067,저렴하게 팔길래 구입했어요.,21.11.19.
1068,만족합니다. 빠르게 왔네요.,21.11.19.
1069,잘 쓰고있어요 저렴한가격으로 구매 한 것 같아요. 재구매의사 있습니다,21.11.19.
1070,배송이 엄청 빠르네요 제품도 만족합니다,21.11.19.
1071,죽염&허브 치약 온가족 잘쓰고있어요 세개 한묶음~~늘~ 애용하는 치약 개운하니 참좋아요.,21.11.18.
1072,4인 가족인데 치약을 넘 많이 쓰는거 같아서 대량구매 했어요한동안 걱정없을거 같아요,21.11.18.
1073,양치후 상큼하고 개운해서 좋아요,21.11.18.
1074,좋아요 당분간 잘쓰겠습니다.,21.11.18.
1075,좋아요 추천합니다~,21.11.18.
1076,"죽염 치약으로 허브 향까지, 송*치약 쓰다가 바꿔 봤는데 괜찮은것 같아요... 베이징 공장 생산인건 나중에 알았네요. 저렴하지만 좋은 제품인것 같아요.",21.11.17.
1077,양도 많고 용량도 많은데 쿠폰덕에 1개에 700원대에 구매했네요 할인 좋아요,21.11.17.
1078,저렴하고 다른 치약은 속이 매스꺼워 죽염만 사용합니다,21.11.17.
1079,늘 사용하는 치약이라 구입했어요. 한동안 잘 쓰겠네요.,21.11.17.
1080,사용하던 제품이 할인 하기에 저렴하게 구입했습니다,21.11.17.
1081,할인해서 개당 550원 정도라 저렴하게 샀습니다.,21.11.17.
1082,"배송도 빠르고, 유통기한도 길고 좋습니다",21.11.17.
1083,후기보고구매.죽염좋은건다아는사실,21.11.17.
1084,닦은후 입안이 개운 상쾌해서 좋아요,21.11.17.
1085,좋아요 유통기한도 길답니다,21.11.17.
1086,주변에게 권하고 싶은상품,21.11.17.
1087,잘 사용하고 있어요,21.11.17.
1088,저는 엘지 제품 주로 구입 사용해요. 언제부턴가 제품의 차이를 모르겠더라구요. 그냥 괜찮다하며 쓰고 있어요.,21.11.16.
1089,매일 사용하는 치약이라 구매했는데 갯수 정확하게 도착했고 배송 빨랐어요,21.11.16.
1090,평소에 늘 쓰던거에요. 잘 사용할게요.,21.11.16.
1091,배송 빠르고 좋아요 항상 이것만쓰요,21.11.16.
