,내용,날짜
23241,그냥저냥 쓰고 있어요,22.04.17.
23242,사용하기 좋습니다.,22.04.17.
23243,암웨이 본품 20년을 넘게 써봤는데 이건 본품 아닌것 같아요ㅠ 그래도 비슷해요.이건 뭔가 더묽고 본품과는 다름 그래도 엄~~청 다르지는 않아요.쓸만함.,22.04.17.
23244,"이제품 쓰다가 다른거 못 쓰것네요
센소** 쓰다가 다시 돌아왔어요
좋은상품감사해요",22.04.17.
23245,"느낌이 좋아요
처음 써보는건데
좋으면 계속 쓸꺼같아요",22.04.17.
23246,쓰던제품이라 계속해서 주문해서 사용중좋아요,22.04.17.
23247,"항상 쓰던 제품입니다~
손편지 써주시고 사은품도 주시고 넘 감사해요~",22.04.17.
23248,항상 사용하는 치약인데 거의 떨어져가서 구매했어요 조금이라도 더 싸게 구매해보려고 여기보다 좀 더 저렴한 암웨이치약 구매하려고 어느 사이트에 들어갔다가 중국산 짝퉁인걸 알고 이걸로 구매했어요 유통기한도 넉넉하고 배송도 빠르지만 정품이라서 더 좋네요,22.04.16.
23249,"탁월한 선택을 한거같아요
^^앞으로계속해서 구매할예정입니다",22.04.16.
23250,한번 맛을 보면 이 제품만 평생 사용하게 되는 마성의 치약!!,22.04.16.
23251,"향도독하지않음성
양치후개운함이
느낌좋아요
하게잘산거같아요
담에또이용할께용",22.04.16.
23252,리뷰보고 주문했는데. 상금하니. 좋은거같습니다,22.04.16.
23253,오래전부터쓰던건데 완전저렴하게절산거같아요,22.04.16.
23254,"퉈낙 유명한제품이고
쓰는대 불편함이 없어툐",22.04.16.
23255,제품이 실종되었던데 빠른처리 감사합니다,22.04.16.
23256,항상 쓰는 치약이에요 입안이 상쾌합니다,22.04.16.
23257,개운해여 상쾌하고 너무 만족 스러움,22.04.16.
23258,빠른 배송 및 입이 개운하고 좋아요.,22.04.16.
23259,믿고쓰는 암웨이 치약추천합니다,22.04.16.
23260,"한 번 쓰면 계속 쓰게되는 치약
개운한데 안매워요 !",22.04.24.
23261,여러 치약 써봤지만 암웨이꺼가 젤 좋은 거 같아요,22.04.24.
23262,"역시 너무 좋아요
향도 양치후 개운함도 최고에요",22.04.24.
23263,암웨이 매번 사용하는 치약이라 좋네요 ㅎㅎ,22.04.24.
23264,항상 사용하는 치약 입니다 다른건 못 쓰겠어요,22.04.24.
23265,만족해서 지속적으로 사용하는 치약입니다,22.04.24.
23266,"타치약보다 사용후 느낌이 너무좋습니다,,",22.04.24.
23267,항상 쓰고있어요.싼가격에 재구매했네요,22.04.24.
23268,계속 쓰고 있어요 치약은 이게 최고네요,22.04.24.
23269,늘쓰는 재품이예요 시원하고 향 좋아요,22.04.24.
23270,항상쓰는제품 저렴하게 잘 샀어요,22.04.24.
23271,암웨이치약 상쾌하고 좋아요,22.04.24.
23272,늘쓰는거라 다시구매합니다,22.04.24.
23273,만족하며 사용하고 있어요,22.04.24.
23274,믿고씁니다 역시 ㅎㅎ,22.04.24.
23275,부드럽고 좋아요~~~,22.04.24.
23276,좋아요 빠르고 .. .,22.04.24.
23277,"너무너무 좋아요
항상 쓰던 제품입니다",22.04.24.
23278,배송이 안됨 문의도 안됨,22.04.24.
23279,암웨이 치약이 짜가가 많다고해서 구분 해주는 블로그서 비교해 보니 ㅋㅋ진짜네요 인터넷 구매는 사면서도 맘을 놓을수가 없네요,22.04.23.
23280,몇년째 계속 쓰고있는 제품이예요~ 가격도 좋고 배송도 빠르고 감사합니당~^^,22.04.23.
23281,암웨이 치약 너무 좋아요. 미백효과도 있고~ 순하고! 이 치약으로 닦고 과일 먹으면 과일 맛이 느껴져요! 그게 제일 신기!! 개운하고! 잘 구매했습니다^^,22.04.23.
23282,"상쾌하고 좋아요
부모님 댁에도 시켜드리러 들어왔다가 리뷰 남깁니다",22.04.23.
23283,늘 잘 사용하고 있어요~~ 배송도 가격도 너무 좋아요^^,22.04.23.
23284,"녹색바가 있는 친환경 제품~
믿고 쭉 쓰고 있고 좋아요",22.04.23.
23285,"배송 왜케 빠른거에요?
주문 다음날 받았어요!!",22.04.23.
23286,개운해서 암웨이 치약만 찾네요. 좋아요^^,22.04.23.
23287,"아주 맵지않지만
텁텁하지 않고 깔끔 개운",22.04.23.
23288,가성비 좋아요~ 물론 상쾌합니다.,22.04.23.
23289,좋아요 자주쓰는제품입니다,22.04.23.
23290,w좋아요 맘에 들어요,22.04.23.
23291,담에또시킬게요 ~~^^,22.04.23.
23292,다른 치약은 못 쓰겠어요! 가격도 다른곳 보다 저렴해서 잘 샀어요♡,22.04.23.
23293,늘쓰던거고 배송이 빨라서 좋아요 ㅎㅎ,22.04.23.
23294,"믿고구매하는 곳이에요
제일 저렴하기도하고...
자주는 못 들려도 나 사고싶을때 오니까 계속 열어놔주세요
감사해요
배송도 겁나 빨라요",22.04.22.
23295,다 떨어져서 싼치약 썼더니 딸들이 난리네요.. 암웨이치약 없냐고. 입안의 상쾌함이 남다르죠..좀 비싼게 흠이지만.. 이거 쓰는동안은 잇몸염증도 없는듯..,22.04.22.
23296,"자극적이지 않지만 세정력은 좋고, 이 시린 증상이 조금 개선되는 것 같아요. 미백효과는 아직 잘 모르겠지만 나타났으면 좋겠네요 ㅎㅎ",22.04.22.
23297,늘 잘사용하고 있어요..애들도 어릴적부터 잘쓰고 있는제품입니다...,22.04.22.
23298,배송빠른고.상품이 도 아주 좋아요 유통기한 넉넉하고 최고네요,22.04.22.
23299,늘사용하는치약입니다.그런데.포장상태가살짝맘에안들어요.몇개가.개별상자가찌그러져있거나.구겨있거나그러네요.치약은이상이없어서그냥사용합니다,22.04.22.
23300,워낙 유명하니까요 어렸을때 쓰고 안 써봐서 구매해봤어요,22.04.22.
23301,"항상 만족합니다
시원하고 양치한 기분 아주
좋아요",22.04.22.
23302,다른치약보다 더 좋아요~ 마모제가 덜 들어간듯,22.04.22.
23303,쓰기도 편하고 깨끗하게 닦기네여 넘 좋아요,22.04.22.
23304,사용기한 24년 10월까지네요 잘 받았습니다~,22.04.22.
23305,"항상쓰던제품 입니다
미백 효과는 좋아요",22.04.22.
23306,이 제품을 쓰니 구토가 안나서 좋아요!,22.04.22.
23307,잘 닦이고 이가 상쾌한게 오래가요,22.04.22.
23308,암웨이 치약이 좋아서 이것만 써요!,22.04.22.
23309,잘받았습니다 치약은 이것만 써요,22.04.22.
23310,아이랑도 같이쓸수있어 좋아용,22.04.22.
23311,너무좋아요 다들아시는건데...,22.04.22.
23312,잘쓰고있어요 또 쟁이려구요,22.04.22.
23313,정품이네요~^^ 좋습니다.,22.04.22.
23314,암웨이치약은 쵝오져,22.04.22.
23315,배송도 빠르고 좋네요,22.04.22.
23316,좋은제품 좋은가격에 잘 샀어요,22.04.22.
23317,잇몸이 약해져서 통증때문에 병원갔는데 임플란트해야한다고해서 예약왔는데 때마침 암웨이치약으로 바꿔서 사용하게됐는데 얼마후 언제아팠냐는듯 통증이사라졌어요 2년째 잘사용하고 있네요,22.04.21.
23318,미백 치약이랑 번갈아 쓰는데 너무 맵지도 쓰지도 않아서 좋아여 특유의 달달함과 상쾌함이 있어여 양도 많아서 오래 쓰기도 하네여 ~ 암웨이 치약이야 아는 사람은 다 아니까여 ~,22.04.21.
23319,치석이 잘 안생기고!양치 후 텁텁함이 없어서 좋아요조금만 사용해도 만족해요,22.04.21.
23320,가격이 좀 나가지만 만족하여 재구매해요최저가로 잘 샀어요,22.04.21.
23321,이것밖에 안써요 다른거 이거저거 써봐도 결국은 암웨이,22.04.21.
23322,저희 엄마가 좋아하세요. 치석이 잘 제거된다고 하시며.,22.04.21.
23323,이 치약이 다들 좋다는데 써봐야지 알 거 같음,22.04.21.
23324,치약은 늘 암웨이만 써요 온가족이요,22.04.21.
23325,배송이 좀 늦었지만 잘 받았습니다.,22.04.21.
23326,10년이상쓰는제품 말로필요없어요,22.04.21.
23327,역시 암웨이 치약이네요. 좋아요,22.04.21.
23328,암웨이 치약이 젤 좋은듯여~~~~~~~,22.04.21.
23329,제일조아용 ㅎㅎ 이거만 써요,22.04.21.
23330,프라그에 조아요 늘ㅆ는거라,22.04.21.
23331,입안이 깔끔하고 개운해요,22.04.21.
23332,잘사용할께요.감사합니다.,22.04.21.
23333,늘 쓰던 치약입니다 최공,22.04.21.
23334,"늘 쓰는치약
이것만써요",22.04.21.
23335,너무좋아요 잘 쓸께요,22.04.21.
23336,치약은 이거만 써요,22.04.21.
23337,좋아서 계속 재구매,22.04.21.
23338,잇몸 때문에 쓰게 되었는데 계속 이거만 쓰게 되네요,22.04.21.
23339,잘 쓰고 있습니다 양치후 입안이 깔끔합니다,22.04.21.
23340,재구먀해요 배송 빠르고 최저가예요,22.04.21.
23341,항상 쓰는 제품입니다 빠른배송 감사합니다,22.04.21.
23342,"비싼 치약인데 얼마나 효과가있을지.. 샵에 새롭게 입고된 거 같어 구매했는데, 잘 써볼게요!",22.04.20.
23343,"양치하고 나니 너무 상쾌해요~~
가격 배송 모두 굿입니다~~",22.04.20.
23344,항상 사용하는거라 믿고 구매 하고있습니다.,22.04.20.
23345,늘 이 치약만 쓰네요 깨끗하게 닦이는 기분,22.04.20.
23346,치약 중에서 가장 무난하고 좋은거 같아요,22.04.20.
23347,늘쓰던거라 많이주문했어요 든든해요,22.04.20.
23348,"냄새 좋고
아주 청결한 기분이에여",22.04.20.
23349,세정력이 좋은듯 해서 좋습니다.,22.04.20.
23350,상쾌하고 좋은거같아요,22.04.20.
23351,"빠른배송
정직한 상품",22.04.20.
23352,말할필요없어요 ㅎㅎ,22.04.20.
23353,"암웨이 치약만 쓰다보니
다른치약은 못쓰겠더라구요~",22.04.20.
23354,항상 쓰는 치약.. 배송도 빠르네요,22.04.20.
23355,항상 사용 하는 치약 감사히 사용 하지다,22.04.20.
23356,가족들이 쓰는 치약이에요 다른 곳 보다 저렴하게 판매하네요~감사합니다,22.04.19.
23357,6개 여기가 싼거같아서 가격이 점점 오르네요 보존성분을 다른 안전한성분으로 대처하길 바랍니다,22.04.19.
23358,다른거 잠깐썼는데 암웨이로 다시 돌아왔어요.제일 좋은거 같아요.,22.04.19.
23359,"매번 쓰던거라 좋아요
입안의 상쾌함이 오래동안 지속되요",22.04.19.
23360,수십년째 사용하는거라한치의 꺼리낌 없이 주문했어요,22.04.19.
23361,항상 사용하고 군대간 아들에게 보내주고 있어요~~,22.04.19.
23362,자주 구매해서 쓰고 있습니다 나름 가성비 좋음요!,22.04.19.
23363,늘 쓰는 치약!! 넘 좋아요 든든하네요,22.04.19.
23364,가격대비 좋습니다 부드럽고 좋아요,22.04.19.
23365,좋다는 소문은 많이들었어요~ 싼건 아니예요 그래도 좋다니 사용해볼려구요,22.04.19.
23366,늘 쓰던것 배송 빠르고 좋아요 굿굿,22.04.19.
23367,치약이 맵지않고 입안이 상쾌해요,22.04.19.
23368,늘 사용하는 치약이라 좋습니다,22.04.19.
23369,깔끔하고 개운한 느끼이 좋아요,22.04.19.
23370,계속 이것만 주문 하고 있어요.,22.04.19.
23371,입안넴새가 덜나는거같아요,22.04.19.
23372,대단히 만족합니다. 감사.,22.04.19.
23373,깔끔해요 계속사용합니다,22.04.19.
23374,치약은 이것만 써요 ㅎㅎ,22.04.19.
23375,잘사용할께요 감사해요,22.04.19.
23376,배송두빠르고잘쓰개요,22.04.19.
23377,개운하고 너무 좋아요,22.04.19.
23378,암웨이 치약은 다들 알아주는거라서 평 남길께 없네요 ㅎㅎㅎ,22.04.19.
23379,글리스터만 사용 하다 잠깐 다른 제품으로 한 눈 팔았는데 역시나 글리스터만 한게 없다는 사실만 깨닫았네요 ㅎㅎ,22.04.19.
23380,양치질 후 상쾌하고 깔끔해서 항상 애용하고 있어요,22.04.19.
23381,"늘 구매하는 상품 입니다
개운합니다",22.04.19.
23382,암웨이 치약ㅊ왜 ㅏ람들이 쓰는지 알겜성요 용량도 넉넉하고 향도좋고 괜히 잇몸도 튼튼해지기분,22.04.18.
23383,"깔끔함, 개운함, 텁텁함이 없음 여러모로 장점이 많은 제품입니다",22.04.18.
23384,포장상태좋아요 써보고 나중에 한달후기 올리겠습니다.,22.04.18.
23385,"제품은 괜찮은데.. 배송이 너무 느려 별 2개 더 뺐네요. 월요일 주문했는데, 토요일에 오는 건 좀..",22.04.18.
23386,소개받은제품입니다 치아가 자극적이지 않아 좋아요,22.04.18.
23387,"항상 이 치약만 써요
부드러운 마무리감이 좋아요",22.04.18.
23388,계속 사용하는 제품입니다. 배송도 빨라요.,22.04.18.
23389,항상쓰는제품 유통기한도 넉넉하고 좋아요,22.04.18.
23390,항상 쓰던 맵지않고 부드럽고 개운해요,22.04.18.
23391,매운 치약 못 쓰는 저희집은 딱이에요,22.04.18.
23392,좋아요 매번 주문해서 사용중입니다,22.04.18.
23393,개운해서 계속 쓰는 제품이예요,22.04.18.
23394,아주마음에듭니다 추천드려요~,22.04.18.
23395,큼직하니 잘 사용중입니다,22.04.18.
23396,다써서 재구매 했어용,22.04.18.
23397,좋아요 늘쓰는거에요,22.04.18.
23398,잘 받았습니다. 항상 사용하고 있는 제품입니다.,22.04.18.
23399,이 닦고나면 이가 반질반질 윤이 나요. 맛도 괜찮아요. 상쾌함만 남아요^^,22.04.18.
23400,매번 사용하는 치약~~싸게 잘 구매해서 사용하고 있습니다,22.04.18.
23401,"잘사용삽니다
강사합니다",22.04.18.
23402,항상 주문하고 있는데 가격이 좀 비싸긴해도 이거쓰다가 다른거 못써요. 입안이 개운합니다.,22.04.17.
23403,"다른 치약으로 갈아탔다가 다시 돌아왔어요
이만한 게 없네요
빠른 배송 감사해요",22.04.17.
23404,"항상만족하면서 쓰고 있어요
급하게 떨어져서 주문했는데
빨리 받아서 좋아요",22.04.17.
23405,"항상 쓰고있는 치약이에요
이시림도없고 양치하고나면
개운해요",22.04.17.
23406,이것쓰다가 다른거 못써요 저렴한가격 빠린배송 좋아요,22.04.17.
23407,치약 떨어져서 구매합니다입안이 개운하고 맵지 않아요,22.04.17.
23408,순한것이 무난히 쓰기 좋은 제품인듯해서 재구매합니다,22.04.17.
23409,늘 사용하던 치약인데 깔끔하고 느낌 좋아요,22.04.17.
23410,아이들과 다같이 사용할수있어서 좋아요,22.04.17.
23411,배송 스피드에요 두세트사니 든든하네요,22.04.17.
23412,워낙 유명한 치약이라 구매했어요~~,22.04.17.
23413,항상 사용하는 제품이라 좋네요.,22.04.17.
23414,좋아용 오래쓰규용 안매워요,22.04.17.
23415,늘 쓰던거라 만족스러워요,22.04.17.
23416,즐겨쓰고있답니다. 좋아요,22.04.17.
23417,배송 품질 다 만족이예요,22.04.17.
23418,암웨이 치약 부드러워요,22.04.17.
23419,다른 치약은 입안이 하 하고 거칠은 느낌이 있는데 이 치약은 순하고 부드러운거 같아요 다 쓰면 또 구매의사 있습니다,22.04.17.
23420,이닦고 너무 상쾌해용~,22.04.17.
23421,그냥저냥 쓰고 있어요,22.04.17.
23422,사용하기 좋습니다.,22.04.17.
23423,암웨이 본품 20년을 넘게 써봤는데 이건 본품 아닌것 같아요ㅠ 그래도 비슷해요.이건 뭔가 더묽고 본품과는 다름 그래도 엄~~청 다르지는 않아요.쓸만함.,22.04.17.
23424,"이제품 쓰다가 다른거 못 쓰것네요
센소** 쓰다가 다시 돌아왔어요
좋은상품감사해요",22.04.17.
23425,"느낌이 좋아요
처음 써보는건데
좋으면 계속 쓸꺼같아요",22.04.17.
23426,쓰던제품이라 계속해서 주문해서 사용중좋아요,22.04.17.
23427,"항상 쓰던 제품입니다~
손편지 써주시고 사은품도 주시고 넘 감사해요~",22.04.17.
23428,항상 사용하는 치약인데 거의 떨어져가서 구매했어요 조금이라도 더 싸게 구매해보려고 여기보다 좀 더 저렴한 암웨이치약 구매하려고 어느 사이트에 들어갔다가 중국산 짝퉁인걸 알고 이걸로 구매했어요 유통기한도 넉넉하고 배송도 빠르지만 정품이라서 더 좋네요,22.04.16.
23429,"탁월한 선택을 한거같아요
^^앞으로계속해서 구매할예정입니다",22.04.16.
23430,한번 맛을 보면 이 제품만 평생 사용하게 되는 마성의 치약!!,22.04.16.
23431,"향도독하지않음성
양치후개운함이
느낌좋아요
하게잘산거같아요
담에또이용할께용",22.04.16.
23432,리뷰보고 주문했는데. 상금하니. 좋은거같습니다,22.04.16.
23433,오래전부터쓰던건데 완전저렴하게절산거같아요,22.04.16.
23434,"퉈낙 유명한제품이고
쓰는대 불편함이 없어툐",22.04.16.
23435,제품이 실종되었던데 빠른처리 감사합니다,22.04.16.
23436,항상 쓰는 치약이에요 입안이 상쾌합니다,22.04.16.
23437,개운해여 상쾌하고 너무 만족 스러움,22.04.16.
23438,빠른 배송 및 입이 개운하고 좋아요.,22.04.16.
23439,믿고쓰는 암웨이 치약추천합니다,22.04.16.
23440,"한 번 쓰면 계속 쓰게되는 치약
개운한데 안매워요 !",22.04.24.
23441,여러 치약 써봤지만 암웨이꺼가 젤 좋은 거 같아요,22.04.24.
23442,"역시 너무 좋아요
향도 양치후 개운함도 최고에요",22.04.24.
23443,암웨이 매번 사용하는 치약이라 좋네요 ㅎㅎ,22.04.24.
23444,항상 사용하는 치약 입니다 다른건 못 쓰겠어요,22.04.24.
23445,만족해서 지속적으로 사용하는 치약입니다,22.04.24.
23446,"타치약보다 사용후 느낌이 너무좋습니다,,",22.04.24.
23447,항상 쓰고있어요.싼가격에 재구매했네요,22.04.24.
23448,계속 쓰고 있어요 치약은 이게 최고네요,22.04.24.
23449,늘쓰는 재품이예요 시원하고 향 좋아요,22.04.24.
23450,항상쓰는제품 저렴하게 잘 샀어요,22.04.24.
23451,암웨이치약 상쾌하고 좋아요,22.04.24.
23452,늘쓰는거라 다시구매합니다,22.04.24.
23453,만족하며 사용하고 있어요,22.04.24.
23454,믿고씁니다 역시 ㅎㅎ,22.04.24.
23455,부드럽고 좋아요~~~,22.04.24.
23456,좋아요 빠르고 .. .,22.04.24.
23457,"너무너무 좋아요
항상 쓰던 제품입니다",22.04.24.
23458,배송이 안됨 문의도 안됨,22.04.24.
23459,암웨이 치약이 짜가가 많다고해서 구분 해주는 블로그서 비교해 보니 ㅋㅋ진짜네요 인터넷 구매는 사면서도 맘을 놓을수가 없네요,22.04.23.
23460,몇년째 계속 쓰고있는 제품이예요~ 가격도 좋고 배송도 빠르고 감사합니당~^^,22.04.23.
23461,암웨이 치약 너무 좋아요. 미백효과도 있고~ 순하고! 이 치약으로 닦고 과일 먹으면 과일 맛이 느껴져요! 그게 제일 신기!! 개운하고! 잘 구매했습니다^^,22.04.23.
23462,"상쾌하고 좋아요
부모님 댁에도 시켜드리러 들어왔다가 리뷰 남깁니다",22.04.23.
23463,늘 잘 사용하고 있어요~~ 배송도 가격도 너무 좋아요^^,22.04.23.
23464,"녹색바가 있는 친환경 제품~
믿고 쭉 쓰고 있고 좋아요",22.04.23.
23465,"배송 왜케 빠른거에요?
주문 다음날 받았어요!!",22.04.23.
23466,개운해서 암웨이 치약만 찾네요. 좋아요^^,22.04.23.
23467,"아주 맵지않지만
텁텁하지 않고 깔끔 개운",22.04.23.
23468,가성비 좋아요~ 물론 상쾌합니다.,22.04.23.
23469,좋아요 자주쓰는제품입니다,22.04.23.
23470,w좋아요 맘에 들어요,22.04.23.
23471,담에또시킬게요 ~~^^,22.04.23.
23472,다른 치약은 못 쓰겠어요! 가격도 다른곳 보다 저렴해서 잘 샀어요♡,22.04.23.
23473,늘쓰던거고 배송이 빨라서 좋아요 ㅎㅎ,22.04.23.
23474,"믿고구매하는 곳이에요
제일 저렴하기도하고...
자주는 못 들려도 나 사고싶을때 오니까 계속 열어놔주세요
감사해요
배송도 겁나 빨라요",22.04.22.
23475,다 떨어져서 싼치약 썼더니 딸들이 난리네요.. 암웨이치약 없냐고. 입안의 상쾌함이 남다르죠..좀 비싼게 흠이지만.. 이거 쓰는동안은 잇몸염증도 없는듯..,22.04.22.
23476,"자극적이지 않지만 세정력은 좋고, 이 시린 증상이 조금 개선되는 것 같아요. 미백효과는 아직 잘 모르겠지만 나타났으면 좋겠네요 ㅎㅎ",22.04.22.
23477,늘 잘사용하고 있어요..애들도 어릴적부터 잘쓰고 있는제품입니다...,22.04.22.
23478,배송빠른고.상품이 도 아주 좋아요 유통기한 넉넉하고 최고네요,22.04.22.
23479,늘사용하는치약입니다.그런데.포장상태가살짝맘에안들어요.몇개가.개별상자가찌그러져있거나.구겨있거나그러네요.치약은이상이없어서그냥사용합니다,22.04.22.
23480,워낙 유명하니까요 어렸을때 쓰고 안 써봐서 구매해봤어요,22.04.22.
23481,"항상 만족합니다
시원하고 양치한 기분 아주
좋아요",22.04.22.
23482,다른치약보다 더 좋아요~ 마모제가 덜 들어간듯,22.04.22.
23483,쓰기도 편하고 깨끗하게 닦기네여 넘 좋아요,22.04.22.
23484,사용기한 24년 10월까지네요 잘 받았습니다~,22.04.22.
23485,"항상쓰던제품 입니다
미백 효과는 좋아요",22.04.22.
23486,이 제품을 쓰니 구토가 안나서 좋아요!,22.04.22.
23487,잘 닦이고 이가 상쾌한게 오래가요,22.04.22.
23488,암웨이 치약이 좋아서 이것만 써요!,22.04.22.
23489,잘받았습니다 치약은 이것만 써요,22.04.22.
23490,아이랑도 같이쓸수있어 좋아용,22.04.22.
23491,너무좋아요 다들아시는건데...,22.04.22.
23492,잘쓰고있어요 또 쟁이려구요,22.04.22.
23493,정품이네요~^^ 좋습니다.,22.04.22.
23494,암웨이치약은 쵝오져,22.04.22.
23495,배송도 빠르고 좋네요,22.04.22.
23496,좋은제품 좋은가격에 잘 샀어요,22.04.22.
23497,잇몸이 약해져서 통증때문에 병원갔는데 임플란트해야한다고해서 예약왔는데 때마침 암웨이치약으로 바꿔서 사용하게됐는데 얼마후 언제아팠냐는듯 통증이사라졌어요 2년째 잘사용하고 있네요,22.04.21.
23498,미백 치약이랑 번갈아 쓰는데 너무 맵지도 쓰지도 않아서 좋아여 특유의 달달함과 상쾌함이 있어여 양도 많아서 오래 쓰기도 하네여 ~ 암웨이 치약이야 아는 사람은 다 아니까여 ~,22.04.21.
23499,치석이 잘 안생기고!양치 후 텁텁함이 없어서 좋아요조금만 사용해도 만족해요,22.04.21.
23500,가격이 좀 나가지만 만족하여 재구매해요최저가로 잘 샀어요,22.04.21.
23501,이것밖에 안써요 다른거 이거저거 써봐도 결국은 암웨이,22.04.21.
23502,저희 엄마가 좋아하세요. 치석이 잘 제거된다고 하시며.,22.04.21.
23503,이 치약이 다들 좋다는데 써봐야지 알 거 같음,22.04.21.
23504,치약은 늘 암웨이만 써요 온가족이요,22.04.21.
23505,배송이 좀 늦었지만 잘 받았습니다.,22.04.21.
23506,10년이상쓰는제품 말로필요없어요,22.04.21.
23507,역시 암웨이 치약이네요. 좋아요,22.04.21.
23508,암웨이 치약이 젤 좋은듯여~~~~~~~,22.04.21.
23509,제일조아용 ㅎㅎ 이거만 써요,22.04.21.
23510,프라그에 조아요 늘ㅆ는거라,22.04.21.
23511,입안이 깔끔하고 개운해요,22.04.21.
23512,잘사용할께요.감사합니다.,22.04.21.
23513,늘 쓰던 치약입니다 최공,22.04.21.
23514,"늘 쓰는치약
이것만써요",22.04.21.
23515,너무좋아요 잘 쓸께요,22.04.21.
23516,치약은 이거만 써요,22.04.21.
23517,좋아서 계속 재구매,22.04.21.
23518,잇몸 때문에 쓰게 되었는데 계속 이거만 쓰게 되네요,22.04.21.
23519,잘 쓰고 있습니다 양치후 입안이 깔끔합니다,22.04.21.
23520,재구먀해요 배송 빠르고 최저가예요,22.04.21.
23521,항상 쓰는 제품입니다 빠른배송 감사합니다,22.04.21.
23522,"비싼 치약인데 얼마나 효과가있을지.. 샵에 새롭게 입고된 거 같어 구매했는데, 잘 써볼게요!",22.04.20.
23523,"양치하고 나니 너무 상쾌해요~~
가격 배송 모두 굿입니다~~",22.04.20.
23524,항상 사용하는거라 믿고 구매 하고있습니다.,22.04.20.
23525,늘 이 치약만 쓰네요 깨끗하게 닦이는 기분,22.04.20.
23526,치약 중에서 가장 무난하고 좋은거 같아요,22.04.20.
23527,늘쓰던거라 많이주문했어요 든든해요,22.04.20.
23528,"냄새 좋고
아주 청결한 기분이에여",22.04.20.
23529,세정력이 좋은듯 해서 좋습니다.,22.04.20.
23530,상쾌하고 좋은거같아요,22.04.20.
23531,"빠른배송
정직한 상품",22.04.20.
23532,말할필요없어요 ㅎㅎ,22.04.20.
23533,"암웨이 치약만 쓰다보니
다른치약은 못쓰겠더라구요~",22.04.20.
23534,항상 쓰는 치약.. 배송도 빠르네요,22.04.20.
23535,항상 사용 하는 치약 감사히 사용 하지다,22.04.20.
23536,가족들이 쓰는 치약이에요 다른 곳 보다 저렴하게 판매하네요~감사합니다,22.04.19.
23537,6개 여기가 싼거같아서 가격이 점점 오르네요 보존성분을 다른 안전한성분으로 대처하길 바랍니다,22.04.19.
23538,다른거 잠깐썼는데 암웨이로 다시 돌아왔어요.제일 좋은거 같아요.,22.04.19.
23539,"매번 쓰던거라 좋아요
입안의 상쾌함이 오래동안 지속되요",22.04.19.
23540,수십년째 사용하는거라한치의 꺼리낌 없이 주문했어요,22.04.19.
23541,항상 사용하고 군대간 아들에게 보내주고 있어요~~,22.04.19.
23542,자주 구매해서 쓰고 있습니다 나름 가성비 좋음요!,22.04.19.
23543,늘 쓰는 치약!! 넘 좋아요 든든하네요,22.04.19.
23544,가격대비 좋습니다 부드럽고 좋아요,22.04.19.
23545,좋다는 소문은 많이들었어요~ 싼건 아니예요 그래도 좋다니 사용해볼려구요,22.04.19.
23546,늘 쓰던것 배송 빠르고 좋아요 굿굿,22.04.19.
23547,치약이 맵지않고 입안이 상쾌해요,22.04.19.
23548,늘 사용하는 치약이라 좋습니다,22.04.19.
23549,깔끔하고 개운한 느끼이 좋아요,22.04.19.
23550,계속 이것만 주문 하고 있어요.,22.04.19.
23551,입안넴새가 덜나는거같아요,22.04.19.
23552,대단히 만족합니다. 감사.,22.04.19.
23553,깔끔해요 계속사용합니다,22.04.19.
23554,치약은 이것만 써요 ㅎㅎ,22.04.19.
23555,잘사용할께요 감사해요,22.04.19.
23556,배송두빠르고잘쓰개요,22.04.19.
23557,개운하고 너무 좋아요,22.04.19.
23558,암웨이 치약은 다들 알아주는거라서 평 남길께 없네요 ㅎㅎㅎ,22.04.19.
23559,글리스터만 사용 하다 잠깐 다른 제품으로 한 눈 팔았는데 역시나 글리스터만 한게 없다는 사실만 깨닫았네요 ㅎㅎ,22.04.19.
23560,양치질 후 상쾌하고 깔끔해서 항상 애용하고 있어요,22.04.19.
23561,"늘 구매하는 상품 입니다
개운합니다",22.04.19.
23562,암웨이 치약ㅊ왜 ㅏ람들이 쓰는지 알겜성요 용량도 넉넉하고 향도좋고 괜히 잇몸도 튼튼해지기분,22.04.18.
23563,"깔끔함, 개운함, 텁텁함이 없음 여러모로 장점이 많은 제품입니다",22.04.18.
23564,포장상태좋아요 써보고 나중에 한달후기 올리겠습니다.,22.04.18.
23565,"제품은 괜찮은데.. 배송이 너무 느려 별 2개 더 뺐네요. 월요일 주문했는데, 토요일에 오는 건 좀..",22.04.18.
23566,소개받은제품입니다 치아가 자극적이지 않아 좋아요,22.04.18.
23567,"항상 이 치약만 써요
부드러운 마무리감이 좋아요",22.04.18.
23568,계속 사용하는 제품입니다. 배송도 빨라요.,22.04.18.
23569,항상쓰는제품 유통기한도 넉넉하고 좋아요,22.04.18.
23570,항상 쓰던 맵지않고 부드럽고 개운해요,22.04.18.
23571,매운 치약 못 쓰는 저희집은 딱이에요,22.04.18.
23572,좋아요 매번 주문해서 사용중입니다,22.04.18.
23573,개운해서 계속 쓰는 제품이예요,22.04.18.
23574,아주마음에듭니다 추천드려요~,22.04.18.
23575,큼직하니 잘 사용중입니다,22.04.18.
23576,다써서 재구매 했어용,22.04.18.
23577,좋아요 늘쓰는거에요,22.04.18.
23578,잘 받았습니다. 항상 사용하고 있는 제품입니다.,22.04.18.
