,내용,날짜
979,첨엔 양치하기에 약간 매운 느낌이고 기존에 쓰던 제품에 비해 거품이 안나서 뭐지~?했는데 쭉 사용하다보니 개운하고 입냄새도 많이 잡아주는 제품입니다.,22.01.06.
980,"저희가 운영하는 사업공간에 방문손님들 이용하시라고 가져다두었어요 , 비누향처럼 은은하게 편하게 이용할수있을것같아요 좋습니다 :) 만족",22.01.06.
981,사용해 보면 확실하게 화 한느낌이 하루종일 구취제거가 되는 것 같아 좋습니다,22.01.06.
982,끈적이지 않고 산뜻한 타입의 핸드크림이예요.천사가격입니다,22.01.06.
983,치약을바꾸고 확실히 치아가 깨끗해진게 느껴졌습니다,22.01.06.
984,항상 사용하던 제품. 계속 쟁에두고 쓰는중입니다,22.01.06.
985,이건 안써봤는데 세일이라특가로사서 써보려구요,22.01.06.
986,"라끄시안 항상 시켜요
좋은가격에 구매했습니다",22.01.06.
987,"제일 기대했던 향인데 아쉽게도 향이 잘 안나요 ㅠㅠ 정말 미세하게 나는 향 자체는 좋은데 향이 아예 안나요
물 뿌리는 느낌이라 원래 이런건지 궁금해요 정말 미세하게 나지만 향은 정말 좋아요",22.01.06.
988,미니사이즈로 함께 구매해봤어요 달달해요,22.01.06.
989,써보고 좋아서 나눠주려고 구매했지요~~^^,22.01.06.
990,선물셋트로주려고샀는데 너무 귀여워요,22.01.06.
991,저렴한 가격에 좋은 상품 구매했네요^^,22.01.06.
992,저렴하게 구매할 수 있어서 여러가지 구매했어요 다 향이 은은하게 좋아서 편하게 자주 이용할것같아요 감사합니다!,22.01.06.
993,계속 떨이지면 재구매합니다.,22.01.06.
994,"지인이 이 치약 좋다고 한 번 써보라고 준 이후 이 제품만 사용하고 있어요! (벌써 6개 구성 제품 3번째 구매입니다)
일단 자고 일어나거나 오랜 시간이 흘러도 입 안이 개운한 게 좋더라구요! 양치질 할 때 거품이 안 난다고 불편하다는 사람도 있지만 금방 적응 됩니다.
재구매 의사 있어요^^!",22.01.05.
995,"애ㅌ미, 암ㅇ해머 등등 쓰다가 넘어왔는데 정착했습니다
자고 일어났을 때 느껴지는 입안 속 느낌이 일반치약과는 확연히 다릅니다
처음으로 시린이 치약도 같이 구매해봤는데 아직 사용 전이지만 믿음직스럽습니다",22.01.05.
996,"용기뚜껑이 자석처리되어 열고 닫을때 편했어요, 향은 생각했던거랑 달라서 살짝 당황했지만 강한 향이 아니라서 사용해보고 후기 올릴게요",22.01.05.
997,휴대하기 좋은 핸드크림. 선물로 나눠주기에도 좋아서 행사할때 챙겨놔요.,22.01.05.
998,좀 매운편인데 특별한 점은 잘 모르겠어요;; 좀더 써봐샤할듯요 ᆢ,22.01.05.
999,입안이 깔끔해서 좋아요~ 다른 치약은 맵거나 입이 마르는데 이건 또 마르지 않고 상쾌합니당,22.01.05.
1000,특가로 잘 구매 했어요~ 향도 좋네요 달콤한향이네여,22.01.05.
1001,저렴하게 잘 구입했어요. 항상 쓰던 제품이예요ㅎㅎ,22.01.05.
1002,치약 좋아서 사용중인데 특가로 구매했네요^^,22.01.05.
1003,성분이 좋아 안심이 되고 상쾌한 느낌입니다.,22.01.05.
1004,향이 깔끔하고 시원하네요 정말 좋아요~,22.01.05.
1005,저렴하게 좋은 제품 잘 샀습니다.,22.01.05.
1006,저렴하게 사서 너무 좋았어요 !!!,22.01.05.
1007,기대하고있습니다 감사해요,22.01.05.
1008,시원하게 잘 쓰고 있어요.,22.01.05.
1009,싸게사서 좋네요 ㅎㅎ,22.01.05.
1010,최고에요 잘 지워지고 양도 많네요 몇개 더 쟁여두어약겠어요 배송도 칼배송입니다,22.01.05.
1011,가볍고 너무 좋아요 많이 쟁여둘걸 그랬어요 ㅠㅠ 다에 또 구매할게용 넘 ㅈㅎㅎ네요,22.01.05.
1012,좋네요 좋아 좋아요,22.01.05.
1013,좋네요 좋아 좋아요 좋아,22.01.05.
1014,"블루는 오빠들 생일 선물로 두개
새로 라이트 프레쉬,애플트리..등 샀는데
향은 다 너무 만족스럽습니다.
오래 지속되고 은은해요
특히 라이트 프레쉬 향 너무 좋네요
사무실에 가져다 놓고 기분 전환용으로 한번씩 뿌려주면 굿~!",22.01.04.
1015,요 치약 계속 쓴지 꽤됐는데 일단 자극이없는편이라서 최근 임신하고서도 여전히 잘쓰고있어요ㅎㅎ,22.01.04.
1016,세일해서 또 샀어요!! 이렇게 세일할 줄 알았다면 한달전에 조금만 살걸 그랬어오ㅜㅜ 아쉽지만 치약 좋으니!! 제값주고 산것에 후회 없어요~~,22.01.04.
1017,거품은 많이 안나는데 너무 개운해요 재구매 의사 있어요,22.01.04.
1018,"아덜본인이 써 본 치약중. 이제품이 젤
좋다고 사달라고 이미지찾아서 보냈네여.
20년써본중 젤 좋다네여",22.01.04.
1019,향 머무 좋아요 잔향이 달콤하고 은은하니 겨울에 딱 어울리는 향이에요! 다른향수 시키면서 시킴건데 이향이 제일좋아뇨,22.01.04.
1020,깔끔하고 상쾌합니다.번창하세요,22.01.04.
1021,상품평 좋아서 믿고 구매합니다,22.01.04.
1022,상품평 믿고 주문했어요^^,22.01.04.
1023,깔끔해요. 깨끗이 닦여요,22.01.04.
1024,다른 치약 쓰려고 시도는 해봤으나 다시 돌아왔네요 라끄시안만한 치약이 없네요,22.01.04.
1025,향수 안에 반짝이도 예쁘고 향듀 고급지고 좋아요 패키지도 고급지고 이쁘네요 또 구매할게요,22.01.04.
1026,세일해서 더 샀어요!! 1년치 치약 샀네요ㅋㅋㅋ,22.01.04.
1027,상품평이 다 좋아서 믿고 구매 저렴해서 좋아요,22.01.04.
1028,"상쾌합니다

잘 쓰겠습니다",22.01.04.
1029,"치약 - 두번째 구매해서 사용하는 제품으로 저는 진짜 상쾌해서 이 치약만 씁니다. 치약 별 5개
로션 - 향은 그리강하지않고 가볍게 쓰기 좋은거같아요 촉촉해요. 큰 장단점없는 제품이에요. 로션 별 4개
핸드크림 - 향이 애매해요. 손에 뭐 이물감느끼는걸 별로 안좋아하는데 해당 제품은 그런 느낌 없이 가볍게 쓰기 좋아요. 근데 향이 좋다 라는 느낌은 그리 들지 않아요. 별 3개
평균 4개",22.01.03.
1030,부드럽고 끈적이지 않아서 좋은데 보습력이 부족해요. 그래도 저렴하게 구매해서 잘 쓰고 있어요,22.01.03.
1031,"제품 자체가 좋아서 재구매하기도 했지만
번거로운 요청에도 대응이 빠르고 친절했습니다",22.01.03.
1032,"제품이 좋아서 재구매했지만
번거로운 요청에도 대응이 빠르고 친절했습니다",22.01.03.
1033,처음엔 여기 제품 치약만 썼었는데 지금은 치약은 물론이고 폼클렌징 로션 핸드크림 향수까지 모두 여기 제품으로 바꿨어요ㅎㅎ 만족합니다,22.01.03.
1034,거품은 거의 안나고 리스테린 가글처럼입이 화한 느낌이 납니다,22.01.03.
1035,저번에도 쓰던거라 또 주문했어요.양치후의 느낌이 깔끔해요^^,22.01.03.
1036,치석이 사라지는 깔끔함! 구취가 정말 안나고 좋아요,22.01.03.
1037,예전에 사용했었을때 괜찮았던 기억에 구매했어요.,22.01.03.
1038,쓰던 제품이라 할인해서 바로 샀어요 :),22.01.03.
1039,향도 은은하게 좋고 촉촉해요,22.01.03.
1040,입이 깔끔하고 상쾌해집니다,22.01.03.
1041,"디자인이 깔끔함, 배송 빠름",22.01.03.
1042,행사로 싸게 잘 샀네요,22.01.03.
1043,저렴하게 잘 샀어요~,22.01.03.
1044,아주 좋아요 최고 !!,22.01.03.
1045,지금이 손 트기 좋은 계절이네요.촉촉하게 손을 보호하네요^^,22.01.03.
1046,배송빠르고 세일이라 저렴하게 구입했어요 사용하는 제품이라 재구매했어요 좋아요,22.01.03.
1047,행사해서 샀는데 두고두고 잘 사용 할게요~^^,22.01.03.
1048,"치석제거, 미백 등 여러모로 효과 보고 있어요. 선물도 하고 저도 계속 사용하고 있어요.",22.01.03.
1049,배송빠르고 세일이라 저렴하게 구입했어요 제품은 사용하는 제품이라 재구매했어요,22.01.03.
1050,와 피부가 뽀득뽀득 넘죠아요,22.01.03.
1051,너무 좋아요 ㅎㅎㅎ 재구매,22.01.03.
1052,처음구매해서 써봤는데 그전에도 암앤헤머 치약을 쓰고 있었던터라 큰 거부감이 없더라구요 꾸준히 써봐야 알겠지만 괜찮은 것 같아요 가격도 괜찮아서 부담없이 쓸 수 있구요 다음에 또 구매할게요,22.01.02.
1053,라끄시안 치약은 거품이 별로 안나도 개운해서 좋아요. 오랫동안 시린이로 고생중인데 꾸준히 사용하고 개선되었음 좋겠습니다.,22.01.02.
1054,임산부라서 치약 바꾸고 싶어서 구매했어요 거품도 안나고 시원해서 좋아요,22.01.02.
1055,저렴하게 좋은 제품 구입했네요. 배송도 빠르고 좋아요 ~,22.01.02.
1056,이전 향수 구매했을때 샘플로 받아보고 너무 좋아서 구매했어요. 은은하고 사랑스럽고 달콤한 향입니다.,22.01.02.
1057,아직써보진않았지만 괜찮을듯합니다,22.01.02.
1058,정말 편한 마스크를 찾았습니다.,22.01.02.
1059,나 넘 좋은가격으로 샀어요 ~^^,22.01.02.
1060,오ㅗ듀뉴어더ㅠ노더너오너,22.01.02.
1061,"벌써 몇년째 요치약만 사용중입니다. 이제 인생 치약이라 다른 치약은 못 씁니다~
엄마도 좋아하셔서 한번 살때마다 다량구매했고, 주변분들에게도 선물로 하나씩 써보시라고 나눠주기도 했네요. 평생 쓸 예정인데 좋은 소문이 많이나서 코로나로 어려운 시기지만 회사가 번창하셔서 계속 제품이 오래동안 생산되기만 바랍니다. 행사도 종종 해주셔서 저렴하게 잘 구매했고, 감사합니다.
새해에도 늘 번창하세요!!!",22.01.01.
1062,거품이 많이 안나요! 박하향 맵구요ㅎ 확실히 친환경?건강?..에 초점을 맞춘 치약이라는 걸 느꼈어요 좋아요~,22.01.01.
1063,벌써 몇년째 쓰고 있는데 떨어져서 잠깐 다른 치약 썼을때 식구들이 난리였어요~ 빨리 주문하라고 우린 이 치약밖에 못쓴답니당.,22.01.01.
1064,처음에는 입안이 시원하고 깔끔했으나 몇번 쓰다보니까 맵기도 맵구 깔끔한 느낌은 드는데 시간지나면 많이 안닦인 느낌이 들어요 ㅠㅠ,22.01.01.
1065,"늘 쓰던거에요
한번 써보니 다른건 못쓰겠네요
쟁여두고있습니다",22.01.01.
1066,"마침 다 떨어졌는데
저렴하게 구입한 기회 주셔서 좋아요",22.01.01.
1067,거품이 안나요 하지만잘닦여요 이가반짝반짝해요 앞으로 계속 사용하고픈 제품입니다,22.01.01.
1068,쓰던 치약 다 떨어져 재구매 합니다,22.01.01.
1069,잘 닦이고 개운해서 좋습니다.,22.01.01.
1070,항상잘쓰고있습니다 배송빠름,22.01.01.
1071,"두번째 구매 제품입니다
말 그대로 퍼펙트한 제품",22.01.01.
1072,계속 이 치약 쓰다보면 다른 치약은 못 쓰겠더라구요,22.01.01.
1073,좋아요조아요좋아요조아,22.01.01.
1074,치약을 거의 쥐어짜야하는 수준....도대체 어떻게 만든것인지...손으로 짜다 못짜서 발로 밟아서 짯다는......말도 안되는 현실이...ㅠㅜ,21.12.31.
1075,믿고쓰는 제품입니다 저렴할때 사서 득템했네요 웃뎃보고 샀는데 잘샀어요 김거인 짱,21.12.31.
1076,"몇번째 재구매인지 세보지도 못....
향이 좀 더 오래가면 좋겠어요 ㅠㅠ그래도 그 향이 너무 좋아서 포기를 못하겠다는",21.12.31.
1077,향수는 항상 라끄시안 제품만 사용합니다. 그리고 보내주신 샘플도 좋네요.,21.12.31.
1078,상쾌하긴 한데 양치질할때 너무 물처럼 흘러서 불편하네요..,21.12.31.
1079,거품이 잘 안되서 당황했는데 입안은 개운하고 괜찮네요,21.12.31.
1080,늘 사용하는 치약! 연말 특가로 저렴하게 구입했습니다!!,21.12.31.
1081,향기가 좋긴 한데 부향률에 비해 지속력이 아쉬워요,21.12.31.
1082,"무겁지않고 부드러워서 부담없이 향이
향긋하네요",21.12.31.
1083,입안이 개운해요 거품이 없는게 좀 아쉬워요,21.12.31.
1084,사고싶엇던 물건 특판 해주시니 좋네요^^~,21.12.31.
1085,남편이 몇년째 꾸준히 사용하는 향수,21.12.31.
1086,초코향이 난다길래 구매히니봅니다,21.12.31.
1087,여성스러운 은근한 향기가 좋아요,21.12.31.
1088,약간 쓴맛이 잇지만 쭉써볼께요.,21.12.31.
1089,이 치약은 쟁여두고 쓸만해요,21.12.31.
1090,수분크림으로 쓰기가 좋아요,21.12.31.
1091,이런 특판 너무 좋네요^^~,21.12.31.
1092,깜짝 할인 감사합니다.!!,21.12.31.
1093,대박 득템 ㄱㅅ합니도,21.12.31.
1094,"늘 사용하는 제품인데 공구가로 알뜰하게 구입하게 됬어요
다른 제품사용할때 보다 더 개운해묘",21.12.31.
1095,잘쓸께요 잘쓸께요 .,21.12.31.
1096,평소 코튼 향을 좋아해서 눈여겨보다가 이번 세일 기회에 바로 주문했는데 기대한 만큼 포근하고 좋은 향이 나더군요. 데일리로 잘 사용하고 다음에는 더 큰 사이즈로 다시 주문해야겠습니다,21.12.30.
1097,"여기 폼클렌징 진짜 좋아요 피부 예민해서 아무거나 못 쓰는데 라끄시안 거 한 번 쓰고 정착함
예민한 사람들은 안 뒤집어 지는 게 최고의 제품이잖아요
이거 쓰세요",21.12.30.
1098,저렴한 가격으로 기쁘게 구매했습니당~~~프리지아향 너무 좋네요♡캔디향은 끝에 초콜릿향이 나는게 맡을수록 매력적인 향이에요!,21.12.30.
1099,"잇몸 질환 치약으로 검색했더니 나오드라구요
첨 써봤는데 양치 할 때 쏴아~~ 한게 개운하네요",21.12.30.
1100,거품이 많이나지않아서 첨에는 좀 이상했는데 하루만 써보니 확실히 상쾌합니다 ㅎ,21.12.30.
1101,"안그래도 화장품다 떨어져서 주문 할려구 하니깐 세일하내요 타이밍 최고 항상 좋은 화장품 잘쓰고있어요
한해 마물이 잘하세요..^^",21.12.30.
1102,"라끄시안치약 한번쓰고 다른거 못써요!!!!
엄청 시원하고 개운하고 최고입니다👍👍
치약 똑떨어졌는데 세일할때 왕창 구매했어요><",21.12.30.
1103,처음에는 거품이 별로 안나서 당황했는데 하루 써보니 상쾌합니다^^,21.12.30.
1104,향이 좋아요 가격도 저렴해서 엄마도 주고 친구들고 주려고요,21.12.30.
1105,시린이는 아직 안써봤는데 후기가 좋아서 믿고 써봅니다~,21.12.30.
1106,늘 주문하는 치약이에용! 세일해서 금방 샀어용,21.12.30.
1107,시원함이 오래가서 좋아요~,21.12.30.
1108,순하고 계면제가 없어요,21.12.30.
1109,"배송 안전하고 빠르게 도착했습니다.
사용해보고 사용 후기 올릴게요",21.12.30.
1110,너무너무 좋아요! 잘 받았습니다~~샘플도 주시고~감사히 잘 쓸게요!,21.12.30.
1111,항상 잘 사용중입니다. 특판때 미리미리 구매 해요,21.12.30.
1112,착한 가격은 아니지만 성분과 효능이 조아 일부러 찾아서 구입하게 되네요~~~ 양치 후 개운함이 오래오래 남아요!!!,21.12.29.
1113,쟁여놓는 템중에 하나인 핸드크림. 촉촉하고 향도좋고 배송도 빨라요.,21.12.29.
1114,후기가좋아서샀어요 배송도빠릅니다,21.12.29.
1115,가격조 착하고 무불소라 안심이되요,21.12.29.
1116,"늘 이치약만 쓰고있어요
만족해요 ~!",21.12.29.
1117,안써봐서 아직 효과는 모르겠어요,21.12.29.
1118,거품은 적긴한데 아주 만족입니다,21.12.29.
1119,계속 재구매해서 쓰고 있습니다.,21.12.29.
1120,정말 개운하고 아주 만족합니다,21.12.29.
1121,항상 구매하는 향수에요~ 세일때 구매해서 넘좋네요,21.12.29.
1122,거품없지만 천연이라 좋고 구취없애는데는 진짜 짱!,21.12.28.
1123,잘받았습니다 저렴한가격에 구매해서 좋네요,21.12.28.
1124,임신하고나서부터 쭉 이거만 써요,21.12.28.
1125,정말 좋아요 그리고 쓸만합니다,21.12.28.
1126,빠르게 배송이 왔네요~ 아직 써보진 않았지만 기대하고 써보겠습다~,21.12.28.
1127,"빠른배송~~감사합니다~~
저렴하게 세일해서 언니랑 같이 구매했어요~~",21.12.28.
1128,깨끗하게 잘 양치 되는 거 같아요👍 잇몸 건강 개선은 좀 더 써봐야 알 거 같네요,21.12.27.
1129,가격대가 좀 부담스럽긴해여,21.12.27.
1130,그런데로 잘 모르겠어요.,21.12.27.
1131,우리가족 치아지킴이!,21.12.27.
1132,좋다고 추천받아 구매,21.12.27.
1133,"매번 다른 치약들을 주문해서 사용하는데요,
평이 워낙 좋아 주문했는데.!
역시 좋네요~
꾸준히 사용해볼께요~",21.12.27.
1134,최애치약이에요 죠아죠아,21.12.27.
1135,한번 써보고 좋아서 재구매함. 첨엔 좀 매운데 정말 개운하고 자고일어나서도 구취가 매우 좋아졌어요. 담배피는 사람임ㅋ,21.12.26.
1136,항상 사용하던거에요~거품은 적지만 더 개운한 기분이 들어요~,21.12.26.
1137,항상 쓰는 제품입니다. 너무 좋아요,21.12.26.
1138,전 만족합니다 잘쓸께요,21.12.26.
1139,성분이 좋아 믿고 써요,21.12.26.
1140,아주 잘 쓰고 이뜸,21.12.25.
1141,"계속 사용하는 제품입니다
적당히 화한 느낌이고 입안이 상쾌해져요",21.12.24.
1142,3번째구매 양치후 완전깔끔 다른치약못써요,21.12.24.
1143,"재구매 의사 있음....., ...",21.12.24.
1144,매운데 잘 쓰고있습니다,21.12.24.
1145,상쾌합니다.....,21.12.24.
1146,감사합니다 잘받았습니다.,21.12.24.
1147,깔끔하게 닦이는 기분이고 상쾌합니다. 다만 거품이 절말 너무 안 나서 불편합니다. 흘러요...ㅎㅎ 그리고 살짝 매운 맛이 있고 헹굴 때 치약맛이 좀 남아있어요. 전반적으로는 만족합니다.,21.12.23.
1148,항상 잘 쓰고 있어요 유통기한도 넉넉하니 좋아요^^,21.12.23.
1149,"요거 사용하면 다른 거 못 써요.
입냄새 완전해결",21.12.23.
1150,배송 빠르고 매번 사용하던 제품이라 좋네요~,21.12.23.
1151,쓰던거여서 또 주문해서 잘 쓰고있어요,21.12.23.
1152,많이써버렸네요 화한느낌이강해요,21.12.23.
1153,항상 사용하는 제품이고 좋아요.,21.12.23.
1154,좋아서 재구매 했습니다 ㅎ,21.12.23.
1155,항상 사용하는제품이예요,21.12.23.
1156,항상 쓰고있는 제품ㅎ,21.12.23.
1157,"하루 써봤는데 장.단점을 알수는 없지만 캡속 은박지로 붙어있는 뚜껑제거가 한번에 안되고 3겹을 벗겨내야 했습니다. 오래된 제품인가하는 의심을 했는데 그건 아닌것 같고, 하여튼 가족 모두 향에 대한 평가는 좋았다. 입니다!",21.12.22.
1158,작년부터 알게 된 치약인데 이것만 쓰게되네요 잘쓰고 있습니다,21.12.22.
1159,개운하고 깔끔해요. 다음에 또 구매할게요,21.12.22.
1160,성분이 좋아서 꾸준히 사용하고 있어요~,21.12.22.
1161,아직쓰진 않았지만 좋을것 같습니다,21.12.22.
1162,그냥 쓰던거라 계속 쓰고잇어요,21.12.22.
1163,가성비가 좋은 것 같습니다.,21.12.22.
1164,만족합니다 아주 좋아요 ~,21.12.22.
1165,빠르게 도착했습니다,21.12.22.
1166,"우연히 접하게 되어서 일년째 쓰는 중입니다.
다른 치약 이제 못써요.. 양치 후 개운함의 매력에 빠져버렸어요.
시댁 친정할 것 없이 선물 드렸더니...
치약 떨어질 때쯤 또 얘기 하시더라구요. 그래서 저는 라끄시안 퍼펙트 올케어 무불소 천연치약 전담사가 되었습니다.",21.12.21.
1167,천연치약이 넘 좋고 다 써가서 또 주문하려고요!,21.12.21.
1168,입냄새 제거에 탁월하고 치석이 덜끼는듯해요,21.12.20.
1169,상쾌해서 사무실 사람들이 좋아해요,21.12.20.
1170,성분도 좋고 깔끔해요,21.12.20.
1171,치약 완전맘에들어요 벌써반통다썻어요,21.12.20.
1172,양치후 개운함이 지속되는 시간이 짧은듯요. 취침전 양치하고 담날 아침 일어났을때 기존 쓰던 제품보다 텁텁한 느낌..,21.12.19.
1173,거품이 안나도 양치후 입속이 개운해서 계속사용중인 제품예요,21.12.19.
1174,엄청 상쾌하네요. 성분까지 좋다니 이걸로 정착하려구요,21.12.19.
1175,개운하고 좋아요 재구매했어요,21.12.19.
1176,"배송은 빨라요
제품은 써보고..",21.12.19.
1177,임신한 친구 선물용으로^^,21.12.19.
1178,개운하고 아주 좋네요,21.12.19.
1179,넘넘 조아요조아요조아요,21.12.19.
1180,"짜면 옆 구리가 터질것 같아요
치약 기본적인 기능인 누르면 나와야 하는데 잘 안나오고 패키지가 약해서 누르면 찢어질거 같아서 조마조마 했는데... 결국 오늘 옆구리가 터져서 치약이 옆으로 나오네요... 너무 황당합니다",21.12.18.
1181,"자꾸만 찾게되는 치약
4번째 구매인듯 식구가 많아서 6개씩 시킴
개운해서 딴것은 못써요",21.12.18.
1182,치아 미백효과도 뛰어나고 입안 개운함도 최고예요,21.12.18.
1183,이거 쓰고난뒤 잇몸질환이 많이 개선됐습니다~,21.12.18.
1184,자극적이지 않고 좋아서 잘 쓰고 있어요,21.12.18.
1185,순하고 좋아요! 개운합니당,21.12.18.
1186,잘써보겠습니다 빠른 배송,21.12.18.
1187,이만한 치약이 없네요.,21.12.18.
1188,배송빠르네요 잘쓸께요,21.12.18.
1189,"작년부터 여기 제품만을 사용했습니다.

시중파는 치약을 해서는 입이 깔끔하지않고

치약특유의 향이 많이 남는듯한 느낌이 강해 사용하기가 거북해지더군요

가격도 괜찮고 쓰고나면 개운한 느낌과 시림증상도 완화되는거 같아 좋아요~~",21.12.17.
1190,올케어랑 시린이 번갈아가며 쓰고 있고 사용한지는 2년정돈데 예전에는 안그랬는데 리뉴얼 후 입마름 현상이 생겼네요 사바사겠지만 저의 경우는 확연히 느껴져서 아쉽습니다.,21.12.17.
1191,상쾌한 치약 찾고 있었는데 양치하고 나면 입안 전체가 시원하네요. 거품도 과하지 않고 적당해서 입안을 헹구고 나면 개운하니 좋아요. 입 냄새도 잡아주는 것 같고 부었던 잇몸도 많이 가라앉은 것 같아요.,21.12.17.
1192,진짜 점심에 양치하고 집갈때까지 구취제거제 한번도 안뿌렸어요. 마스크 때문에 수시로 뿌려야했는데 이젠 안그래도 되요 입냄세 다 잡아주는데..역시 양파랑 마늘 냄새는 못 잡아주네요 ㅠㅠ ㅎㅎ,21.12.17.
1193,재구매입니다. 상쾌하니 좋아요^^,21.12.17.
1194,"좀 늦게 받은감이 있지만
연락주고 최대한 바로와서 잘 받았습니다^-^
3개맞네요.",21.12.16.
1195,항상 주문해서 쓰는치약이에요.. 감사합니당..,21.12.16.
1196,성분이 좋아서 구매했어요~ 상쾌하니 좋네요,21.12.16.
1197,"괜찮습니다~
다쓰고 또 주문하러올게요.",21.12.16.
1198,깔끔하고 좋아요 다음에도 구매할게요,21.12.16.
1199,너무 좋아요 잘쓸게요 감사합니다,21.12.16.
1200,잘 받았어요. 입마름이 좋아졌어요. 암@해@ 치약 쓸때는 입마름이 심하고 하얀막이 끊임없이 생겼었는데 라끄시안 다시 쓰니 하얀막이 생기지 않고 건조함도 많이 좋아졌어요.,21.12.16.
1201,역시 저는 이 치약이 잘 맞는 것 같아요 좋아요,21.12.16.
1202,제품이 만에들어요~제품이 만에들어요~,21.12.16.
1203,이가 시려서 이것저것써봤는데 이치약을 쓰고시린 증상이 사라져서 재구매했어요,21.12.15.
1204,잘쓰고 있어요ㅎㅎ 이 시린게 많이 가라앉음,21.12.15.
1205,지난번에 이어서 또 샀어요 잘쓸게요,21.12.15.
1206,꾸준히 구입중이에요 좋아요,21.12.15.
1207,잘 쓰고 있어용 ㅎㅎ,21.12.15.
1208,매번 써요 좋아용 ㅔ,21.12.15.
1209,순한멋 쓰다가 라끄시안을 알았는데 화한데 양치할때만 따갑ㄱㅅ 양치다하고나면 입안이 깨끗함을 느낍니다.,21.12.14.
1210,거품 잘 안나는데 닦고나면 개운해요,21.12.14.
1211,"택배 잘 받았습니다!!!
라끄시안 치약가 너무 비싸지만 불만!!!!
유통기한이 2년 남았는데, 딱 맞게 잘 쓰겠있을까요??
치약3개 남았는데, 다쓰고, 치약 나중에 잘 쓰겠습니다.",21.12.14.
1212,치약 너무좋아요~~치약안바꾸고 계속 이치약만쓰고있어요~,21.12.14.
1213,"빠른 배송 좋아요
무불소라서 믿고 사용 가능해요!",21.12.13.
1214,"추천받아서 구매해봤는데 상쾌함 진짜 오래가네요~
저렴하니 몇개 더 구매해놔야겠어요 ㅎㅎ잘쓸게요!",21.12.13.
1215,이가 시린편이라 화이트닝 치약은 전혀 사용못합니다. 그래서 늘 이가 누렇게 될까 걱정인데 동생이 쓰고 있는 이 치약을 한번 써보고 시리지도 않고 입냄새도 완전 사라지는 이 치약에 반했어요!,21.12.12.
1216,마스크 쓰고 양치를 꼼꼼히 해도 입냄새가 계속 나는데 치약을 바꾸고 나서 확실히 냄새가 가셨네요. 양치 후 상쾌함이 오래가고 피곤하면 붓던 잇몸도 좋아졌어요ㅎㅎ,21.12.12.
1217,전동칫솔사용하느라거품없는치약찾다구매했는데너무없어아쉽고중요한건너무매워서못쓰겠네여,21.12.12.
1218,한달 사용해봤는데 만족스러워요! 재구매 의사 있습니당,21.12.12.
1219,아주만족 좋은 제품이예요 잘 사용중입니다,21.12.12.
1220,입안이 신선하고 깔끔해서 넘좋으네요,21.12.12.
1221,더 구매하려구요. 맘에 듭니다,21.12.12.
1222,"항상 사용하는
제품입니다",21.12.12.
1223,시린이에 너무 좋아요!!!!!,21.12.12.
1224,"항상 애용하는 치약입니다.
이제 일반 치약은 못쓰겠어여~",21.12.12.
1225,아직 사용은 안했지만 리뷰 믿어봐요,21.12.11.
1226,잘받았어요 잘쓸께요,21.12.11.
1227,항상 쓰는 만족하게 잘 쓰는 제품입니다.,21.12.11.
1228,아직 사용전이라 잘은 모르겠지만 좋다고해서 구입합니다,21.12.10.
1229,이제 라끄시안말고 다른 치약쓸수없어요... 못잃어...,21.12.10.
1230,좀 맵긴하지만 쓰고나면 개운합니다 좋아유,21.12.10.
1231,항상 믿고 쓰고 있습니다. 개운하고 좋아용,21.12.10.
1232,양치후 하얀막이 생기지 않아서 좋습니다,21.12.10.
1233,언제나 만족하면서 사용중입니다.,21.12.10.
1234,"진짜 다음날 아침 너무 개운해요
향도 시원하고 너무 만족스러운 치약입니다",21.12.10.
1235,매번 쓰는 제품인데 만족합니다.,21.12.10.
1236,"3년 넘게 사용한 제품이예요~ 임산부도 사용가능하다고 해서 꾸준히 사용하고 있고, 사용한 치약중에 제일 상쾌합니다~",21.12.10.
1237,입안이 개운한 느낌이 들어서 좋아요!,21.12.09.
1238,만족해요 좋다고해서 규매했어용,21.12.09.
1239,좋음 담에또시킴ㅡㅡㅋ,21.12.09.
1240,"상품 잘 받았습니다
사용감은 좋아요
FDA승인이라 믿고 사용합니다",21.12.09.
1241,이치약 좋습니다. 여러번제 구매하고 있습니다.,21.12.09.
1242,40대 중반 주부입니다. 치아가 마모되어 양치시 또는 찬물 마실때 시린증상이 있었는데 없어졌어요. 인생치약이예요. 앞으로 이 치약만 사용 할거예요^^,21.12.08.
1243,"처음엔 매웠는데
쓰다보니 입안이 상쾌하네요
잘 쓰겠습니다",21.12.08.
1244,"너무 상쾌해요
라끄시안 치약 말고는 못쓸것같아요",21.12.08.
1245,후기처럼 사용감 그대로 너무 좋습니다,21.12.08.
1246,입안이 깔끔한 느낌 좋습니다. 항상 재구매합니다.,21.12.08.
1247,박하처럼 화하고 구취제거에 좋아요,21.12.07.
1248,좋아요 계속 사용중 입니다,21.12.07.
1249,쓰고 있는데 너무 좋아요,21.12.07.
1250,배송이 빠릅니다..,21.12.07.
1251,뭔가 입안에 세균들을 제대로 박멸시킬정도로 강한편이지만 기분 좋은 느낌입니다. 이거사용후 일반 페리x나 20xx치약같은시중 치약들보다 확실히 좋다는걸 느끼게 해주네요. 기존에 시린이증상이 살짝있었는데 많이 개선이되었습니다. 확실히 강력한것같아요!,21.12.06.
