,내용,날짜
683,써보니 좋은것같아요 확실히 입냄새도 마니 안나구요 시원한 향까지 굿!! 잘 쓸께요,22.03.18.
684,주위에서 추천해준 상품이라 구입하게 ?는데 좀 더 신중하게 구입할것을 사용해보니 불폄함을 느끼게 되어 아쉽습니다.,22.03.18.
685,입냄새 확실히 줄어요~ 이곳에서 저렴히 잘 샀습니다,22.03.18.
686,개운하고 향긋해요 무엇보다 아들이 더 좋아합니다~~,22.03.18.
687,저렴한가격에 구입했어요ㅡ치약은 이제품만씁니다,22.03.18.
688,항상쓰는거예요~다른곳보다 저렴하게산건같아요!,22.03.18.
689,항상 쓰는 제품인데 저렴하게 구매해서 좋아요.,22.03.18.
690,상쾌하고 입안이 개운해서좋아요,22.03.18.
691,늘 쓰던건데 200g이 나왔었네요~~,22.03.18.
692,받아보니 아주 마음에듭니다,22.03.18.
693,좋아요 늘 이것만씁니다,22.03.18.
694,매번 쓰던거라 좋아요!,22.03.18.
695,항상쓰는데 넘 좋아요,22.03.18.
696,자주 애용합니다~^^,22.03.18.
697,배송도 빠르고 가격도 좋아요. 사용 해 본 치약 중에 제일 좋아요.,22.03.18.
698,잇몸이 좋지않아 구입했는데 효과 기대해봅니다.원래 치약 박스없이 오나요?2개 덩그라니 들어있네요,22.03.17.
699,"늘 사용중인 치약입니다 저렴히 구입햇어요^^
시원하고 개운해요",22.03.17.
700,"만족합니다
시중에 파는 거랑 비교해봤을땐 훨씬 나은거같네요",22.03.17.
701,두개씩 담아 선물하고 저도 사용중인데 재구매 할겁니다~,22.03.17.
702,매번쓰는거예여 상쾌한 덴티스테! 올영보다 싸다!,22.03.17.
703,좋아요 입냄새절대안나고 꾸준히재구매해서싸요,22.03.17.
704,많이 맵지않지만 닦고 나면 개운함이 오래가요.,22.03.17.
705,배송지연으로 기다렸지만 상품은 만족해요,22.03.17.
706,이치약쓰다 딴거못써요개운함이 달라요,22.03.17.
707,믿고 쓰는 제품 저렴하게 구입했어요,22.03.17.
708,배송이너무ㅠ빠르고 샘플감사해요,22.03.17.
709,항상 쓰는거예요. 너무 좋아요~~,22.03.17.
710,이 치약만 쓰게되네요 조아요.,22.03.17.
711,항상 쓰던거라 만족해요오옹,22.03.17.
712,"산뜻하고 순한느낌
좋아요",22.03.17.
713,아직까지 사용이....,22.03.17.
714,유럽 약사들이 추천한 제품이라서 만족합니다 적극적으로 추천합니다,22.03.17.
715,ㄷㅂㄴㅂㄷㄴㅂㄷㄴㅂㄷㅂㄷㅅㅂㄷㄴㅂㄷㄴㅂㄷㄴㅂㅈㅂㅈㅅㅂㄴ,22.03.17.
716,저희쓰는것 써보시고 엄마가 주문해달라셨어요 향도 맘에 드신다고,22.03.16.
717,"늘 쓰고 있는 치약입니다. 향이시원하고
입안이오랫동안상쾌해요",22.03.16.
718,가족들이 너무 만족해요. 꾸준히 구매할려구요,22.03.16.
719,상쾌하고 좋아서 덴티스테만 씁니당,22.03.16.
720,"이치약은 5년째 사용하는 치약입니다.
누군가 저에게 물어본다면 개운함.비흡연.흡연 남자.여자 가릴것 없는 치약이죠.",22.03.16.
721,평소 쓰던거라 할인할때 샀어요~^^,22.03.16.
722,"가격이 좀 비싸서 받자마자 사용 해봤는데
대 만족 입니다
앞으로 쭉 사용 할것 같아요
감사 합니다.",22.03.16.
723,배송빠르고 포장 꼼꼼해요,22.03.16.
724,저렴한 가격에 잘샀어요,22.03.16.
725,역시 좋네요~~~ㅋ,22.03.16.
726,너무 강하지도 약하지도 않지만 양치후 개운한 느낌이 참 좋은 치약~~적립금으로 좋은 상품 좋은 가격에 득템이네요^^,22.03.16.
727,요제품 좋다고 해서 구입했어요.좋았으면 좋겠어요.,22.03.16.
728,좋아요 좋아 입냄새 제거에 좋아요,22.03.16.
729,싸게잘삿어요ㅎㅎㅎㅎ,22.03.16.
730,이제 치약은 이거로 정착했어요 가격이 조금 비싸긴하나 그만큼 만족해요,22.03.15.
731,"입안이 확실히 개운하네요
치약 나오는 입구가 좁아서 불편한 점은 입어요",22.03.15.
732,항상 덴티스 치약만 사용하는데 아무래도 깔끔한 느낌이 좋아요,22.03.15.
733,"좋은거 같아요..
강하게 맵지도않고 꾸준히 사용해 볼께요",22.03.15.
734,울식구들이프레쉬함을좋아해서더구매해잘사용중입니다,22.03.15.
735,"항상 쓰는 제품이예요
입안이 너무 상쾌해요",22.03.15.
736,싸고 좋습니다 이거말고는 이제 못 쓰는듯,22.03.15.
737,남편이 이 치약만 써서 매번 주문합니다,22.03.15.
738,역시 좋아요. 양치후 개운하고 뽀득해요.,22.03.15.
739,아주개운해요.재구매의사 있음,22.03.15.
740,원래쓰던치약 잘구매했어요,22.03.15.
741,여기치약만써요 너무좋아욥,22.03.15.
742,좋아서 다시 재구매합니다,22.03.15.
743,"깔끔하고 좋아요
개운해요",22.03.15.
744,콜게이트 쓰다가 바꿔봄,22.03.15.
745,넘 좋습니다 대체불가,22.03.15.
746,시원하거 좋네욭ㅎ헤,22.03.15.
747,좋아요 ~^^ 첨써보는데 생각보다 괜찮아요~^^,22.03.15.
748,좋아요괜찮아요맘에들어요,22.03.15.
749,개운하고 깔끔하고 좋아요,22.03.15.
750,상쾌하다 상쾌해 너만 쓴다,22.03.15.
751,"이 치약을 넘 좋아해서 자주 주문하는데 한가지 단점이 다 쓰고 끝부분을 쓰려면 좀 불편해요
가위로 자르고 보면 몇번을 더 쓸양인데 잘 안나와서 좀 그러네요",22.03.14.
752,"종류가 너무 많아져서 고민했는데
전에 쓰던걸로 구매했어요
아침에 일어나면 확실히 구치가 덜 해요
단 미백은 좀 ...
그래요",22.03.14.
753,"다들 덴티스테 좋다고 하길래 처음써봤는데,,,진짜 시원하고 완전 굿!",22.03.14.
754,"아주 좋아요~ 다른 치약과 분명한 차이가 있어요
양치후 개운하고 아침까지 상쾌하고 중독성 강해요",22.03.14.
755,뽀득한 느낌이 나고 좋지만 거품이 잘 안나서 아쉽네요.,22.03.14.
756,써본 치약중 최고예요 양치를 하고나면 뽀드득 개운합니다,22.03.14.
757,늘 사용하던 제품 이고 아침에 입냄새 들 납니다,22.03.14.
758,사용후개운하고입냄새가나지않고상쾌합니다,22.03.14.
759,늘사용하던 제품여서 또 재구매입니다 강추,22.03.14.
760,항상 쓰는 치약입니다. 상쾌하고 깔끔해요.,22.03.14.
761,항상쓰던건데 여기가제일싼거같아용ㅎㅎ,22.03.14.
762,후기보고 구매했어요 입안이 시원하네요,22.03.14.
763,입냄새안나고 정말최고인거같아요,22.03.14.
764,사용감이 좋아 재구매 하였읍니다.,22.03.14.
765,입안이 깔끔해서 이것만 씁니다~!,22.03.14.
766,늘 쓰던거 최저가로 사갑니다,22.03.14.
767,개운하고 좋은것같아요,22.03.14.
768,잘 받았습니다. ㅋ,22.03.14.
769,시원해융 ~~~~~,22.03.14.
770,늘 쓰던거에요. 비싸지만 1개당 은근 오래써요. 근데 배송은 좀 느렸어요.,22.03.13.
771,"제가쓰는 제품엔 못미치는거 같지만
같이 사용하려구요",22.03.13.
772,"부모님이 부탁하셔서 구입했는데 ,매우 만족합니다",22.03.13.
773,자주구매사용하고있는상품입니다.구치제거최고!,22.03.13.
774,아직 써보진않았지만 배송이 일단 빨라서 좋네요,22.03.13.
775,입안이 개운하고 좋아요~4번째 구매입니다,22.03.13.
776,좋은 구성 잘 샀고 배송 빠르게 왔습니다~,22.03.13.
777,"가격대비좋아요, 재구매의사 있어요!",22.03.13.
778,약간 약품냄새가 나는것같아 별로임,22.03.13.
779,생각했던대로 개운하고 좋습니다!!,22.03.13.
780,좋아요.. 치약이것만써요 입냄새굿,22.03.13.
781,매번 떨어지기전에 구입합니다,22.03.13.
782,저렴한 가격에 품질 좋아요,22.03.13.
783,배송 빠르고 저렴하게 잘 삼,22.03.13.
784,깔끔하고 개운하네요~~^^,22.03.13.
785,만족하고 잘샀습니다,22.03.13.
786,"항상만족하는 제품입니다
이가 시렵지 않아서 매우 만족해요",22.03.13.
787,자주 이용 하는 제품입니다. 입안이 개운하면서 상쾌합니다,22.03.13.
788,대용량으로 울집 good템으로 늘 상쾌 믿고 사용,22.03.13.
789,배송도 빠르고 칫솔도 주시니 매우 감사합니다!,22.03.13.
790,"만족합니다.
제품이 좋습니다",22.03.13.
791,"시원합니다
이게 제게는 제일 좋은듯 합니다",22.03.13.
792,아주아주아주 좋아요 마니마니파세요,22.03.13.
793,해외여행갔다가 알게된후 다른치약사용을 못하고 요놈만 사용한지도 몇년째 자고 일어나면 신기하게 냄새가 안나요 ㅎㅎ,22.03.12.
794,"입안이 잘 붓는 편이라 사봤는데, 아직까진 괜찮은거 같아요. 재구매 의사 있어용^^",22.03.12.
795,늘 쓰던거라 주문했는데 유통기한도 길고 좋네요,22.03.12.
796,항상 사용하는 제품 이라 재구매했어요,22.03.12.
797,매번 떨어질 때마다 주문해요 좋습니다,22.03.12.
798,구취제거에 좋다고 추천받아서 샀어요,22.03.12.
799,한번 쓰니까 계속 이것만 쓰게 되네요,22.03.12.
800,선물받아써보고 좋아서 구입합니다,22.03.12.
801,상쾌하고 깔끔한 느낌이 좋네요,22.03.12.
802,양치하고 난후에 깔끔하고 상쾌한 느낌과 오래도록 지속건강에도 최고^^~~,22.03.12.
803,항상 사용하는 상품 적극추천,22.03.12.
804,늘 사용하던 치약이라 좋아요,22.03.12.
805,오랫동안 쓰고있어요 조아요,22.03.12.
806,좋아여 개운해요 잘 쓸께요,22.03.12.
807,입냄새를 확실히 없애줘요,22.03.12.
808,이치약 아주 좋아요.,22.03.12.
809,치냑은 이것만 씁니다,22.03.12.
810,좋은상품 감사합니다,22.03.12.
811,두번째 주문입니다. 양치하고 나면 개운하고 잇몸이 좋아졌어요.~,22.03.12.
812,Good좋아용~~~~,22.03.12.
813,"배송이 하루 뒤에 오고
택배 도 비닐이 뜯어진 상태로 왔네요",22.03.12.
814,좋아요..덴티스트는 최고인거같아요,22.03.12.
815,"양치질하고나면 상쾌하고 시원해서 좋네요
그리고 미니2개는 휴대용으로 들고다니기 편해서 좋아요~~다음에 다쓰면 또 구매할게요~",22.03.11.
816,항상 애용하는 제품입니다. 가격대가 좀 있지만 상쾌하고 유해물질도 없어서 좋아요.,22.03.11.
817,"계속 꾸준히 사용한제품 입이 시원해 좋아
또구매할께요",22.03.11.
818,치아가 상쾌하고 아침에 일어났을 때 기분이 조아요,22.03.11.
819,"항상 쓰던거 저렴하게 잘 샀어요!
감사합니다:)",22.03.11.
820,확실히 달라요.. 치약 아걸루 정착하려구요~!!,22.03.11.
821,좋아여ㅎㅎ 치약이걸로 바꿀려고 삿네용,22.03.11.
822,전에쓰던 퍽퍽한 뚜껑 아니라 좋아요^^~,22.03.11.
823,양치후 상쾌함이 오랫동안 지속되네요.,22.03.11.
824,매일쓰는 제품입니다.상쾌하고 조하요,22.03.11.
825,늘 사용하던 제품 상쾌하고 개운해요,22.03.11.
826,치약은 이것만 써요 상쾌하고 좋아요,22.03.11.
827,배송도 빠르고 상품도 만족스러워요,22.03.11.
828,늘사용하던제품 ~다음에도 구매각~,22.03.11.
829,배송 빠르고 쓰고나면 개운 해요,22.03.11.
830,"역시
덴티스테
매우 만족요",22.03.11.
831,제일 나아요 역시 만족요,22.03.11.
832,챙여놓고 쓰는 치약,22.03.11.
833,개운합니다.~~~^^,22.03.11.
834,"치약은 늘 마트에서 사서 썼는데…광고보고 이것저것 보다가 덴티스테를 첫 구매해봐요!
용량은 마음에 드는데 치약값이 마트용에 비해 꽤 비싼편이네요! 아직 사용전이라 품질은 모르겠고 일단 써본 후 재구매를 할지 결정할것 같아요
상품은 상자에 넣어져 뽁뽁이나 중간 패키지없이도 파손없이 잘 왔네요!!",22.03.10.
835,여러 치약 써봤지만 결국은 덴티스테로 돌아오네요~~ ㅋ.ㅋ 저렴하게 잘 구매했습니다!,22.03.10.
836,"덴티스테 쓰고난 이후부터는 다른치약 못쓰겠어요
제일 상쾌하고 개운해요",22.03.10.
837,"덴티스테는 늘 사용하는 치약입니다
자극적이지 않고 깔끔하고
쿠폰사용해서 젤 저렴히 구입했어요",22.03.10.
838,"오배송 문제가 있었지만
직접 통화된 후 후속처리 빨랐습니다",22.03.10.
839,덴티스테 치약만사용해요 배송도빠르고 상쾌하고 좋아요,22.03.10.
840,"배송 빠르고 좋습니다
텁텁함 없이 상쾌하고 좋아요",22.03.10.
841,치아에 닿는 점도와 향이 매우 좋아요,22.03.10.
842,양치 후 개운함도 좋고 만족합니다ㅎ,22.03.10.
843,진짜 상쾌하고 냄새제거 훌륭합니다,22.03.10.
844,무난합니다. 괜찮네요.,22.03.10.
845,"이것만써요
잘샀어요",22.03.10.
846,스원하고 좋습니다요,22.03.10.
847,치약 품질 좋습니다.,22.03.10.
848,늘 쓰는거라 넘 믿고 쓰는 치약입니다.,22.03.10.
849,"늘 상쾌해서 이것만 사용해요~
담엔 더 많이 쟁여놓아야겠어요 ㅎㅎ",22.03.09.
850,잘닦이구 좋아요배송도 빨라요^.^,22.03.09.
851,"몇년째 이제품만 씁니다
딱히 좋다싫다 그런것보다 제가 워낙 치약에 거부감이 있어서 혀닦을때 구역질을 많이 하는데 이제품은 구역질이 안나서 몇년째 쓰고 있어요",22.03.09.
852,좋은상품 저렴하게 잘삿어요,22.03.09.
853,사용해보니 괜찬습니다,22.03.09.
854,늘 쓰던 제품이라 믿고 구매했습니다~~^^ 상쾌하고 너무좋아요~~ 온 가족이 잘 사용하고 있습니다~~~^^,22.03.09.
855,"잘흐고 있습니다
감사합니다",22.03.09.
856,"원래는 계속 암웨이 썼는데 얼마전 서울**호텔에서 실내에 어매니티로 덴티스테치약이 준비되어있어서 써 봤는데 상당히 사용감이 좋게 느껴져서 이 치약으로 갈아탔어요.
원래 좋은제품 발견하면 오래동안 재구매하기 때문에 더 만족감 좋은치약 나타나기전에 장기로 재구매할거 같아요.
가족 모두 좋아도 하고요.^^",22.03.08.
857,미니 사이즈 치약까지 챙겨주셔서 감사합이니다^^ 배송 완전 빨라요! 잘 쓸게요~,22.03.08.
858,매울줄알았는데 맵지도 않고 허브향도 적어요,22.03.08.
859,"항상 사용하는 제품이예요
아주 만족 합니다.",22.03.08.
860,"배송빠르네욤!
용량도 마음에들고 괜찮아요!",22.03.08.
861,치약은 역시 덴티스테가 최고입니다.,22.03.08.
862,다 써서 또 주문하려구요 좋습니다,22.03.08.
863,좋아요. 이것만 사용하게 됩니다,22.03.08.
864,상쾌하고 좋아요 잘쓰고 있어요,22.03.08.
865,치약 쓰고 잇 몸이 좋아젰어요,22.03.08.
866,이거 말고 다른건 못써요 ㅠ,22.03.08.
867,배송빠르고 물건도 좋아요,22.03.08.
868,이것만 사용합니다.,22.03.08.
869,여러제품 써봐도 이 제품이 제일 나은거같네요,22.03.08.
870,항상쓰던거라 좋아요 빠른배송 감사합니다,22.03.08.
871,좋은제품입니다향도좋고가족들도좋아합니다,22.03.08.
872,배송빠르네요 매번 사용하고 있습니다,22.03.08.
873,잘왔습니다 감사합니다 처음 써보는데 엄청 좋으면 재구매하겠습니다 잘쓰겠습니다,22.03.08.
874,"항상 쟁여 놓고 쓰는 제품입니다
양치후 개우해요. 가격도 GS가 제일 좋아요",22.03.07.
875,"빠르고 깔끔하게 배송왔어요~~
저렴한 가격에 구매해서 만족합니다^^",22.03.07.
876,몇년째 치약은 이것만 쓰고잇어요 다른거 쓰면 찜찜하달가ㅠ,22.03.07.
877,늘 쓰던 제품입니다 입냄새완화에 좋아요 특히 아침에 자고 일어나면 입안이 개운하고 냄새가 덜 나서 좋은것 같아요,22.03.07.
878,아직안써봤는데 깔끔하게포장도잘되서 잘왔어요~~,22.03.07.
879,항상 잘 사용하고 있어요. 휴대용으로 쓸 수 있는 작은 사이즈까지 들어있어서 여행다닐때도 유용하게 사용할 것 같습니다.,22.03.07.
880,돌고 돌아서 결국은 덴티스테네요ㅎㅎ,22.03.07.
881,배송은진짜느렸어요~ 아직써보진안았지만 써보고 괜찮으면 재구매할게요,22.03.07.
882,치약은 몇년째 이것만 쓰고잇어요!!,22.03.07.
883,"개운한 맛...
항상 쓰고 있습니다",22.03.07.
884,꾸준히 잘 사용하고 있어요~^^,22.03.07.
885,좋아요 항상쓰던거예요,22.03.07.
886,빠른배송너무 좋습니다,22.03.07.
887,너무 개운하고 좋아요,22.03.07.
888,늘 사용 하는 치약입니다 이걸 쓴후엔 다른 치약을 안써봤네요,22.03.07.
889,늘 사용합니다. 남편이 이것만 쓰기때문에 늘 쟁겨둡니다.,22.03.07.
890,다른치약은 못써요 이것만써요 칫솔사은품도 좋네요,22.03.07.
891,자고일어나면 개운함이 달라요~~만족합니다. 보통 세척력이 강한 치약이 마모가 많이되는데 그렇지도 않아서 계속 구매할 예정입니다.,22.03.06.
892,치약은 덴티스테가 젤루 좋은거 같아요. 개운하고 상쾌함도 좋고 꾸준히 사용하는 제품입니다,22.03.06.
893,치약은 덴티스테 무조건 ㅎㅎ 다른거 쓰다가도 다시 이걸로 ㅠㅜ,22.03.06.
894,이를 갔고 나면 입안이 오랫동안 상쾌합니다,22.03.06.
895,저희는 이치약만 쓰고있어요~~넘나좋아요,22.03.06.
896,항상 사용하는 제품 좋아요 산뜻하고요,22.03.06.
897,"오랫동안 여러치약 써봤는데 입냄새며 상쾌함이며 젤 좋은치약입니다
계속 구매해서 쓰려합니다",22.03.06.
898,역시 굿굿 가격은 좀 비싸지만용ㅎㅎ,22.03.06.
899,매일항상쓴ㄷㄴ제품 상쾌함이좋아요,22.03.06.
900,일반 치약하고 크게 다르진 않은듯,22.03.06.
901,"써보기 전인데 좋겠죠?
포장은 별로",22.03.06.
902,상쾌한느낌에늘이제품만사용해요,22.03.06.
903,너무 좋아요! 항상 이것만씁니다~~,22.03.06.
904,늘 쓰던거예요. 만족합니다.,22.03.06.
905,좋네요잘쓸게요비싸요ㅠㅠ,22.03.06.
906,깔끔하게 닦여 늘 씁니다,22.03.06.
907,아침레 입냄새 안나요.,22.03.06.
908,써보는데 넘 좋아요,22.03.06.
909,개운하니 좋네요~~~,22.03.06.
910,역시 이치약이 최고오오오,22.03.06.
911,좋아영~~아주 좋아요,22.03.06.
912,늘 쓰는거라 잘 쓰고있어요 배송빠르고 오프라인엔 잘 안팔고 비싸네요,22.03.05.
913,"저녁에 닦으면 아침까지 상쾌하다는 문구 보고 구매했습니다!
팩도 같이 넣어주시고, 감사합니다!",22.03.05.
914,배송빠르고 저렴히 구입했습니다 유통기한도 넉넉하고 좋아요 항상 사용하는 치약인데 적당하게 개운하니 좋아요,22.03.05.
915,배송도 빨라요 항상 쓰던건데 큰사이즈로 저렴하게 잘 샀어요,22.03.05.
916,항상 쓰고 있어요 천연성분이라 입안이 개운하고 좋아요,22.03.05.
917,몇년째 요제품만구매해서 사용합니다.믿고쓰는치약^^,22.03.05.
918,가격도 합리적이고 배송도 빠르고.... 마음에 듭니다.,22.03.05.
919,배송 이렇게 와서 당황했는데 제품은 안전히와써욤,22.03.05.
920,딸 아이가 제품 써보더니 덴티스테만 찾습니다,22.03.05.
921,쓰는거라 제품은 좋은거 알고 구성이 알차요,22.03.05.
922,늘 애용 하는 제품인데 저렴하게구매했어요.,22.03.05.
923,상쾌함이 오래가고 구내염이 없어졌어요~,22.03.05.
924,리뷰보고 구입 하게되였네요 사용해보니 입안이 산뜻한 기분이네요 잘쓸게요,22.03.05.
925,매번 사용하는 제품이예요 좋아요 !,22.03.05.
926,향기가 상큼하고 오래갑니다튜브도 치약을 짜을때 깔끔하게 처리가 됩니다,22.03.05.
927,늘 쓰던제품 떨어져서 주문했어요,22.03.05.
928,올리브영에서 구입해서 사용했는데 너무좋아서 구매하게되었어요 저렴하게 구매했습니다~,22.03.05.
929,사용하고 마무리감이 좋습니다,22.03.05.
930,양치하고나면 상쾌하네요~!!,22.03.05.
931,하고 나면 개운하니 좋네요,22.03.05.
932,"늘이것만써용
추천합니당",22.03.05.
933,마음에 드는 치약입니다,22.03.05.
934,잘받았어요 감사합니다,22.03.05.
935,평소 잘 쓰고있습니다,22.03.05.
936,빠른배송 좋은품질 굿,22.03.05.
937,상쾌하고 깔끔합니다,22.03.05.
938,너무너무 좋아요 치아미백효과 뛰어나요,22.03.05.
939,사용ㅈㅇ수입안이 깔끔하고 좋아요,22.03.05.
940,좋네요 가족들이 만족해 하네요,22.03.05.
941,"써본거라재구매합니다.
믿고사용합니다",22.03.05.
942,"후기도 보고 지인이 추천도 해서
구매했어요. 미세한 거품이 나고 생각보다 맵지 않고 입안이 깔끔해지는 느낌이 드네요.
마스크 속 숨결이 오래오래 상쾌하길 바라면서
꾸준히 써봐야겠어요.",22.03.04.
943,치약 웬만한거 다써봤는데 이게 제일 좋아요 약사면서 있길래 같이 구매했네요 저렴하게 잘샀습니다,22.03.04.
944,상품은 잘 왔고 좋아요! 다만 완충제 없이 박스에만 넣은 채로 온 점이 아쉽네요,22.03.04.
945,"부모님선물 드렸어요^^
저도쓰고있는 제품이구요 ㅎㅎ
좋아요~!",22.03.04.
946,사용하는것이 남아있어 개봉전이지만 텐티스테치약 좋아요~,22.03.04.
947,매일 쓰던거에요 아침에 확실히 입냄새가 덜해요,22.03.04.
948,철저한 포장이요. 팩도 서비스로 주셨어요 감사^^,22.03.04.
949,늘 쓰던 제품이에요~입안이 개운하고 상쾌해요~,22.03.04.
950,양치후 개운하고 용량별 구성이 좋아요,22.03.04.
951,믿고쓰는 덴티스테 개운하고 시원해요,22.03.04.
952,늘 쓰던거라 너무 잘 쓰고 있어요 최고,22.03.04.
953,너무 좋아요 늘 쓰는 제품입니다,22.03.04.
954,아주 빠른 배송과 깨끗한 포장,22.03.04.
955,항상 잘쓰고 있너요,22.03.04.
956,배송이 빠르네요!! 원래 쓰던 치약이라 믿고 구매 합니다^^,22.03.04.
957,"항상 쓰던거에요
초등 3.4학년도 잘써요
작은건 캠핑갈때마다 유용해요👍👍👍👍",22.03.04.
958,"좋은제품 좋은가격으로 구매했습니다..
빠른 배송도 감사합니다..",22.03.04.
959,항상 개운하고 좋아요 구성이 좋아요,22.03.04.
960,"이거 없음 안돼요
쟁여놓고 쓰네요
개운하고 아침에 상쾌함이 좋은듯
든든해서 엄지 ?",22.03.03.
961,평이 좋아 샀어요 배송 엄청 빠르고 아직 사용 전 이지만 좋을것같아요 ^^,22.03.03.
962,두번째 구입이요...상쾌하구 좋아요.. gs가 젤 저렴하네요... 굿입니다. ^^,22.03.03.
963,"잘 받았습니다 향도 매우 좋구요
추가로 주시는 여행용 치약도 좋아요",22.03.03.
964,다른가 쓰다 충치 왕창 생겨서 돌아왔어요 개운함이 달라요,22.03.03.
965,중간에 다른거 쓰다가 식구들이 덴티스로 다시 돌아오라고해서 결국 다시 이걸로 쓰네요..ㅎ,22.03.03.
966,늘 쓰던거라 저렴하게 구매했습니다.,22.03.03.
967,항상 닦고나면 개운하고 시원해요,22.03.03.
968,늘쓰던제품인데 역시좋아요,22.03.03.
969,확실히 좋아요 상쾌합니다,22.03.03.
970,상쾌하고.케이스도 예뻐요,22.03.03.
971,저는 좋은줄 모르겠어요,22.03.03.
972,입안이 상쾌하고 조아요,22.03.03.
973,이건뭐 이미 유명 /),22.03.03.
974,"치약 짜는 부분에 치약이 많이 묻게되는거 같아요
제가 이상하게 짜는걸까요..?",22.03.03.
975,늘 사용하던 치약 입니다 ㅎㅎ 잘 사용할께요,22.03.03.
976,항상 잘 쓰고 있습니다. 저렴하게 잘샀습니다.,22.03.03.
977,적립금 30프로 좋아요 ㅎ 저렴하게 잘 구매했어요. 용량많고 당분간 치약 걱정 안해도 되겠어요.,22.03.02.
978,많은 치약을 사용 해 봤지만 덴티스터가 제일 좋은것 같아요.,22.03.02.
979,"항상 쓰는 제품 입니다
떨어지기전 꼭 쟁겨 둡니당~",22.03.02.
980,유통기한도 길고 젛아요 항상 사용하던 거에요~,22.03.02.
981,항상 쓰는거에요.. 양치하고나면 상쾌해요,22.03.02.
982,"사용후입안이상쾌하니
매우좋습니다",22.03.02.
983,아직 써보진않았지만 잘받았습니당,22.03.02.
984,우리 딸들은 이 치약밖에 안써요~~,22.03.02.
985,좋아요 자꾸만 이걸 쓰게 됩니다,22.03.02.
986,가장좋다 이게 딴상품 다써봐도,22.03.02.
987,"싸게 잘샀어요.
상쾌하고 좋아요",22.03.02.
988,잘받았습니다 늘 쓰는 치약이,22.03.02.
989,제품좋아서 계속 쓰고있어요,22.03.02.
990,잘 쓰고있어요 입안이 상쾌,22.03.02.
991,배송빠르고 상품도 좋아요,22.03.02.
992,가격 좋을때 사면 좋아요,22.03.02.
993,"빠른배송
제품이 좋습니다",22.03.02.
994,치약은 덴티스테 좋아요!,22.03.02.
995,치약 닦고 나면 개운해요,22.03.02.
996,아주 좋아요,22.03.02.
997,항상잘이용하고 있어요 그리고 저는 정말 너무 너무 좋아요,22.03.02.
998,가격은 세지만 입안이 개운하고 여러번 재구매 했습니다 다 사용후 재구매 할게요,22.03.02.
999,배송빠르고좋네요 감사합니다,22.03.02.
1000,조아조아조아요………,22.03.02.
1001,미니사이즈도 구매하여 사무실에서 같이 쓸 예정입니다.,22.03.01.
1002,저녁 치카하고 입냄새가 아침까지 안나요 이것만써요,22.03.01.
1003,양치하고나면 깔끔한 입안 다음 냄새가 덜나요,22.03.01.
1004,사용할수록 만족스럽네요. 더 구매할 예정입니다.,22.03.01.
1005,너무 개운하고 사용감이 좋습니다~~,22.03.01.
1006,"늘 쓰던제품이예요
상쾌함이좋아요",22.03.01.
1007,두번째구매 개운하고 넘 좋아요,22.03.01.
1008,항상 사용하던 제품예요 추천,22.03.01.
1009,"매번 구매합니다
좋은 제품",22.03.01.
1010,배송도 빠르고 개운해요,22.03.01.
1011,비싸지만 개운합니다,22.03.01.
1012,"다른 제품을 사용 못 하게 하는 덴티스테~~
8년 동안 사용 중인 제품입니다
상쾌!!! 치약 구성이 단일 제품이 아니라 혼합형으로 구성 되었으면 하는 바램입니다",22.03.01.
1013,좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요,22.03.01.
1014,텐티스테치약을 써서 그런지 치과에 갔는데 다른사람들보다 이가 하얗단 소리를 들었어요.아주 전 좋습니다~^^,22.02.28.
1015,포장도 배송도 좋아요. 그리고 사용해보니 다른거에 비해 깔끔하다는 느낌이 들어요,22.02.28.
1016,"전 이것만 씁니다! 다쓰고또시킬게요^^
입에서 똥꾸릉내가않나서너무좋아요♡",22.02.28.
1017,여러개 써봤지만 다시구입하게되는 제품입니다,22.02.28.
1018,"항상 쓰는 제품입니다
배송도 빠르고 좋아요",22.02.28.
1019,"상쾌한 느낌
아침에 입냄새가 덜나는듯해요",22.02.28.
1020,아침에 이걸로 양치하면 하루가 개운해요,22.02.28.
1021,늘 사용하던 제품이라 믿고 구매합니다,22.02.28.
1022,아주 좋아요. 샘플도 주셔서 좋네요 ~,22.02.28.
1023,"조아요~
안맵고깔끔해욤~~",22.02.28.
1024,매번 쓰는 치약입니다,22.02.28.
1025,배송 빠르고 좋아요ㅡ,22.02.28.
1026,빠른배송 좋아요오!!,22.02.28.
1027,"매번 쓰는 치약인데 아주 만족합니다
네이버에서 구매하니 더 저렴하고 좋네요
많이파세요",22.02.27.
1028,재구매 또 할거에요 이 치약으로 양치하면 이도 많이 시리지 않고 말끔 합니다,22.02.27.
1029,"좋아요
고딩 아이가 한번 사용하더니 계속 사라고…",22.02.27.
1030,입안이 개운한 치약으로는 최고인거 같아요,22.02.27.
1031,"재구매 의사있어요
아주 개운하고 좋네요",22.02.27.
1032,항상사용하는제품입니다..짱좋아요,22.02.27.
1033,좋아요 굿 잘 사용하겠습니다,22.02.27.
1034,예전에 쓰다가 다시 돌아옴,22.02.27.
1035,좋아요 단골입니다,22.02.27.
